stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
59900,902144,LINDBERGH STATION - SOUTH LOOP/LINDBERGH DR,0 LINDBERGH DR NE,33.821192,-84.36941,,,,,,1
59901,902145,LINDBERGH CENTER STATION - NORTH LOOP/MOROSGO DR,0 PIEDMONT RD  NE & LINDBERGH DR NE,33.823072,-84.36995,,,,,,1
60004,902148,BUFORD HWY NE @ W DRUID HILLS DR NE,0 BUFORD & DRUID HILLS,33.830397,-84.343583,,,,,,
60010,902211,BUFORD HWY NE @ 2865,,33.831989,-84.341705,,,,,,
60011,902212,BUFORD HWY NE @ W DRUID HILLS DR,,33.830195,-84.344272,,,,,,1
60012,902256,BUFORD HWY NE @ 2858,2888 BUFORD HWY NE,33.832026,-84.342253,,,,,,1
60016,902149,BUFORD HWY NE @ N DRUID HILLS RD,0 BUFORD HWY NE & N DRUID HILLS RD NE,33.834001,-84.339963,,,,,,1
60018,902150,BUFORD HWY NE @ N DRUID HILLS RD NE,,33.834069,-84.339484,,,,,,1
60026,902259,BUFORD HWY @ CORPORATE BLVD NE,0 BUFORD HWY NE & CORPORATE BLVD NE,33.836379,-84.336879,,,,,,1
60028,902260,BUFORD HWY NE @ 3072,,33.837337,-84.335584,,,,,,1
60031,902153,CLAIRMONT RD@2890,,33.84189,-84.313682,,,,,,
60032,902154,BUFORD HWY @ 3061,3132 BUFORD HWY NE,33.837588,-84.334942,,,,,,1
60034,902155,BUFORD HWY @ BRAMBLEWOOD DR NE,BUFORD HWY NE & UNNAMED ST,33.840031,-84.331841,,,,,,
60042,902264,BUFORD HWY @ N CLIFF VALLEY  NE,0 BUFORD HWY NE & BRIARWOOD RD NE,33.842188,-84.329468,,,,,,1
60046,902270,BRIARCLIFF RD NE @ 2195,,33.81727,-84.33511,,,,,,
60047,902312,BRIARCLIFF RD NE @ SHEFFIELD DR NE,0 BRIARCLIFF RD NE & SHEFFIELD DR NE,33.819759,-84.33494,,,,,,1
60050,902313,BRIARCLIFF RD NE @ MAYFAIR DR NE,0 BRIARCLIFF & MAYFAIR,33.822784,-84.334717,,,,,,
60052,902314,BRIARCLIFF RD NE @ SHERIDAN RD NE,0 BRIARCLIFF RD NE & SHERIDAN RD NE,33.824583,-84.334026,,,,,,1
60056,902267,BRIARCLIFF RD NE @ DRUID VALLEY DR NE,0 BRIARCLIFF RD NE & DRUID VALLEY DR NE,33.826159,-84.332764,,,,,,1
60060,902269,N DRUID HILLS RD NE @ EXECUTIVE PARK DR,0 N DRUID HILLS RD NE & EXECUTIVE PARK DR NE,33.829935,-84.332939,,,,,,1
60062,902316,N DRUID HILLS RD @ W DRUID HILLS DR,0 N DRUID HILLS RD & N DRUID HILLS RD NE,33.83305,-84.338359,,,,,,1
60064,902317,N DRUID HILLS RD NE @ BUFORD HWY NE,0 DRUID HILLS & BUFORD,33.833733,-84.340619,,,,,,1
60068,901535,N DRUID HILLS RD NE @ CHILDERS RD,0 N DRUID HILLS RD NE & BRIXWORTH PL NE,33.836289,-84.342734,,,,,,1
60072,901536,LAVISTA RD NE @ WOODLAND HILLS DR,0 LAVISTA RD NE & WOODLAND HILLS DR NE,33.815041,-84.341195,,,,,,
60076,901537,LAVISTA RD NE @ BROOKFOREST DR NE,0 LAVISTA RD NE & BROOKFOREST DR NE,33.815757,-84.343175,,,,,,
60078,901538,BUFORD HWY @ N CLIFF VALLEY WAY,0 BUFORD HWY NE & N CLIFF VALLEY WAY NE,33.842054,-84.32974,,,,,,1
60080,902319,CLAIRMONT RD NE @ BRIARCLIFF RD NE,0 CLAIRMONT RD NE & BRIARCLIFF RD NE,33.837102,-84.311868,,,,,,1
60084,902321,N DRUID HILLS RD NE @ BUFORD HWY NE,0 N DRUID HILLS RD NE & BUFORD HWY NE,33.833591,-84.339637,,,,,,1
60086,902322,N DRUID HILLS RD NE @ W DRUID HILLS DR,0 N DRUID HILLS RD NE & W DRUID HILLS DR NE,33.833068,-84.338119,,,,,,1
60088,901539,N DRUID HILLS RD NE @ 2094,,33.832516,-84.33595,,,,,,1
60090,901540,N DRUID HILLS RD NE @ WOODCLIFF DR,0 DRUID HILLS & WOODCLIFF,33.82665,-84.32471,,,,,,1
60092,901541,N DRUID HILLS RD NE @ 2415,,33.826413,-84.32487,,,,,,1
60094,901542,N DRUID HILLS RD NE @ HOLLY LN NE,0 DRUID HILLS & HOLLY,33.8256,-84.32267,,,,,,1
60096,902323,N DRUID HILLS RD NE @ HOLLY NE,0 N DRUID HILLS RD NE & HOLLY LN NE,33.825577,-84.322928,,,,,,
60098,902324,N DRUID HILLS RD @ KNOB HILL DR NE,0 N DRUID HILLS RD NE & KNOB HILL DR NE,33.824333,-84.320371,,,,,,1
60100,902325,N DRUID HILLS RD NE @ HIGH HAVEN CT,0 N DRUID HILLS RD NE & HIGH HAVEN CT NE,33.822829,-84.318358,,,,,,1
60102,902326,N DRUID HILLS RD @ HIGH HAVEN CT NE,0 DRUID HILLS & HIGH HAVEN,33.822812,-84.318122,,,,,,
60106,901543,N DRUID HILLS RD NE @ LAVISTA RD NE,0 N DRUID HILLS RD NE & LAVISTA RD NE,33.817736,-84.3122,,,,,,1
60108,901544,N DRUID HILLS RD NE @ LAVISTA RD NE,0 N DRUID HILLS RD NE & LAVISTA RD NE,33.817441,-84.311797,,,,,,1
60110,901546,N DRUID HILLS RD NE @ DRUID OAKS,0 N DRUID HILLS RD NE & DRUID OAKS NE,33.82222,-84.31628,,,,,,1
60112,901475,BRIARCLIFF RD NE @ SHERIDAN RD NE,0 BRIARCLIFF RD NE & SHERIDAN RD NE,33.8241,-84.334462,,,,,,1
60113,901476,BRIARCLIFF RD NE @ MAYFAIR DR NE,0 BRIARCLIFF RD NE & MAYFAIR DR NE,33.822918,-84.334864,,,,,,1
60114,901477,BRIARCLIFF RD NE @ HOPKINS TER NE,0 BRIARCLIFF RD NE & HOPKINS TER NE,33.821585,-84.334755,,,,,,1
60116,901478,BRIARCLIFF RD NE @ CITADEL DR NE,0 BRIARCLIFF RD NE & CITADEL DR NE,33.819643,-84.335125,,,,,,
60118,901547,BRIARCLIFF RD NE @ 2178,,33.817092,-84.33519,,,,,,
60148,901595,BRIARCLIFF RD NE@SOUTHLAND VISTA CT,0 BRIARCLIFF & SOUTHLAND VISTA,33.813431,-84.333664,,,,,,1
60150,901596,LAVISTA RD NE @ BRIARCLIFF RD NE,0 LAVISTA & BRIARCLIFF,33.815411,-84.335701,,,,,,
60152,901597,LAVISTA RD NE @ VISTA VALLEY DR NE,0 LAVISTA & VISTA VALLEY,33.814869,-84.336617,,,,,,
60154,901598,LAVISTA RD NE @ BERNADETTE LN NE,0 LAVISTA RD NE & CHAPPELL RD NW,33.814147,-84.338845,,,,,,
60158,901488,LAVISTA RD NE @ WOODLAND HILLS DR,0 LAVISTA & WOODLAND HILLS,33.815018,-84.340805,,,,,,1
60160,901489,LAVISTA RD NE @ BROOKFOREST DR NE,0 LAVISTA & BROOKFOREST,33.815804,-84.342873,,,,,,1
60162,901534,LAVISTA RD NE @ CITADEL DR NE,0 LAVISTA RD NE & CITADEL DR NE,33.817233,-84.347147,,,,,,1
60164,901599,LAVISTA RD@BRIARVISTA WAY,0 LAVISTA RD NE & BRIARVISTA WAY NE,33.81668,-84.330239,,,,,,1
60166,901600,LAVISTA RD@ARBORVISTA DR,0 LAVISTA RD NE & ARBORVISTA DR NE,33.81668,-84.327987,,,,,,1
60182,901601,LAVISTA RD @ N DRUID HILLS RD,0 LAVISTA RD NE & N DRUID HILLS RD NE,33.818219,-84.31133,,,,,,
60184,901602,LAVISTA RD NE @ N DRUID HILLS RD NE,0 GA-236 & LAVISTA RD NE,33.817716,-84.313869,,,,,,1
60186,901652,LAVISTA RD NE @ MERRY LN NE,0 LAVISTA RD NE & MERRY LN NE,33.815454,-84.317891,,,,,,1
60188,901653,LAVISTA RD @ CHRISTMAS LN,0 LAVISTA RD NE & CHRISTMAS LN NE,33.815141,-84.319664,,,,,,1
60190,901654,LAVISTA RD @ JODY LN,0 LAVISTA & JODY,33.815094,-84.320908,,,,,,1
60194,901603,LAVISTA RD @ BILTMORE DR,0 LAVISTA & BILTMORE,33.815777,-84.323425,,,,,,1
60196,901649,LAVISTA RD @ BREEZY LN,0 LAVISTA & BREEZY,33.816551,-84.325867,,,,,,1
60198,901650,LAVISTA RD @ CAROLYN DR,0 LAVISTA & CAROLYN,33.816757,-84.327271,,,,,,1
60200,901651,LAVISTA RD @ SHEFFIELD DR,0 LAVISTA RD NE & SHEFFIELD DR NE,33.81677,-84.329946,,,,,,1
60202,901656,LAVISTA RD @ 1688,1688 LAVISTA RD NE,33.816716,-84.331632,,,,,,
60208,901657,LAVISTA RD NE@BREEZY LN NE,0 LAVISTA RD NE & BREEZY LN NE,33.816502,-84.325996,,,,,,1
60210,901658,LAVISTA RD NE@BILTMORE DR NE,0 LAVISTA RD NE & BILTMORE DR NE,33.815651,-84.323428,,,,,,
60214,901775,LAVISTA RD NE@EMPIRE RD NE,0 LAVISTA RD NE & EMPIRE RD NE,33.815016,-84.3211,,,,,,1
60216,901776,LAVISTA RD NE@HOUSTON MILL RD NE,0 LAVISTA RD NE & HOUSTON MILL RD NE,33.815114,-84.319218,,,,,,1
60218,901777,LAVISTA RD NE@MERRY LN NE,0 LAVISTA RD NE & MERRY LN NE,33.815391,-84.317836,,,,,,1
60220,901778,LAVISTA RD NE @ N DRUID HILLS RD NE,0 LAVISTA RD NE & N DRUID HILLS RD NE,33.817548,-84.312994,,,,,,1
60228,901660,NORTHEAST EXPY@BRIARWOOD RD NE,0 NORTHEAST & BRIARWOOD,33.839809,-84.320351,,,,,,
60230,901661,NORTHEAST EXPY@BRIARWOOD CT NE,0 NORTHEAST & BRIARWOOD,33.838978,-84.322136,,,,,,
60232,901662,NORTHEAST EXPY@1690,,33.837593,-84.325066,,,,,,
60240,901782,BRIARCLIFF RD NE @ WOODLAKE DR NE,0 BRIARCLIFF & WOODLAKE,33.82708,-84.33121,,,,,,
60242,901708,BRIARCLIFF RD NE @ DRUID VALLEY DR NE,0 BRIARCLIFF RD & DRUID VALLEY DR NE,33.825809,-84.33321,,,,,,1
60249,901710,BRIARCLIFF RD@SOUTHLAND VISTA CT,0 BRIARCLIFF RD NE & SOUTHLAND VISTA CT NE,33.813897,-84.33396,,,,,,1
60258,901815,CHANTILLY DR NE @ 1680,,33.826399,-84.345126,,,,,,1
60268,901701,NORTHEAST EXPY @ CLIFF VALLEY WAY,0 I-85 N & CLIFF VALLEY WAY NE,33.836425,-84.325245,,,,,,1
60270,901817,NORTHEAST EXPY NE@1777,,33.838306,-84.321274,,,,,,
60283,901819,LAVISTA RD NE @ VISTA VALLEY DR NE,0 LAVISTA RD NE & VISTA VALLEY DR NE,33.814756,-84.336517,,,,,,
60284,901820,LAVISTA RD NE @ BRIARCLIFF RD NE,0 LAVISTA RD NE & BRIARCLIFF RD NE,33.815615,-84.334896,,,,,,1
60294,901823,N DRUID HILLS RD NE @ DRUID OAKS DR,0 N DRUID HILLS RD NE & DRUID OAKS NE,33.822194,-84.316443,,,,,,1
60318,901927,CHANTILLY DR NE @ 1700,,33.825047,-84.347933,,,,,,1
60320,901928,LAVISTA RD@2133,,33.816787,-84.316092,,,,,,1
60340,901929,LAVISTA RD NE@1679,,33.816233,-84.333481,,,,,,1
60342,901869,CHANTILLY DR @ EXECUTIVE PARK S,0 CHANTILLY DR NE & EXECUTIVE PARK SOUTH NE,33.826873,-84.343287,,,,,,1
60344,901870,EXECUTIVE PARK S @ EXECUTIVE PARK DR,0 EXECUTIVE PARK SOUTH NE & EXECUTIVE PARK DR NE,33.828192,-84.339042,,,,,,
60346,901871,WOODLAND HILLS DR@COUNTRY LN,0 WOODLAND HILLS DR NE & COUNTRY LN NE,33.81326,-84.341706,,,,,,
60348,901872,LAVISTA RD NE @ BERNADETTE LN NE,0 LAVISTA RD NE & BERNADETTE LN NE,33.814021,-84.338551,,,,,,
60356,901873,N DRUID HILLS RD @ N CROSSING  DR,0 N DRUID HILLS RD NE & N CROSSING DR NE,33.823984,-84.319979,,,,,,1
60360,901875,CLAIRMONT RD@CANNON FARM HILL RD,0 CLAIRMONT & CANNON FARM HILL,33.844006,-84.314696,,,,,,1
60364,901978,WOODLAND HILLS DR@LAVISTA RD,0 WOODLAND HILLS & LAVISTA,33.814758,-84.340994,,,,,,
60366,901979,BUFORD HWY NE @ 3160,,33.838948,-84.333288,,,,,,
60368,901980,BUFORD HWY NE @ 2750,,33.828878,-84.345736,,,,,,1
61002,901877,CLAIRMONT RD @ AZALEA CIR,0 CLAIRMONT RD & AZALEA CIR,33.815712,-84.306347,,,,,,
61005,901878,CLAIRMONT RD @ LAVISTA RD,0 CLAIRMONT RD & LAVISTA RD,33.819726,-84.304071,,,,,,
61006,901879,CLAIRMONT RD NE @ PINE FOREST DR,0 CLAIRMONT RD NE & PINE FOREST DR NE,33.824558,-84.307132,,,,,,
61008,901880,CLAIRMONT RD NE @ BLACK FOX DR,0 CLAIRMONT RD NE & BLACK FOX DR NE,33.826553,-84.307814,,,,,,1
61010,902029,CLAIRMONT RD NE @ COUNCIL BLUFF DR,0 CLAIRMONT RD NE & COUNCIL BLUFF DR,33.830377,-84.309255,,,,,,
61012,902030,CLAIRMONT RD NE @ AUDUBON DR,0 CLAIRMONT RD NE & AUDUBON DR NE,33.833962,-84.310488,,,,,,
61014,902031,N DRUID HILLS RD NE @ 2941,,33.815633,-84.310494,,,,,,1
61016,902032,N DRUID HILLS RD NE @ 2960,,33.81547,-84.31006,,,,,,1
61040,902038,LAVISTA RD @ WINSTON PL,0 LAVISTA RD & WINSTON PL,33.821377,-84.30134,,,,,,
61048,902040,LAVISTA RD @ OAK GROVE DR,0 LAVISTA RD & OAK GROVE DR,33.824337,-84.294237,,,,,,1
61050,902089,LAVISTA RD @ LEAFMORE PL,0 LAVISTA RD & LEAFMORE PL,33.824874,-84.290121,,,,,,
61052,902090,LAVISTA RD@LAVISTA DR,0 LAVISTA RD & LAVISTA DR,33.824944,-84.285758,,,,,,
61054,902091,LAVISTA RD@OAKRIDGE CIR,0 LAVISTA RD & OAKRIDGE CIR,33.825373,-84.284071,,,,,,
61056,902092,LAVISTA RD@RICHARD STOKES DR,0 LAVISTA RD & RICHARD STOKES DR,33.826348,-84.282786,,,,,,
61058,902157,LAVISTA RD@PANGBORN RD,0 LAVISTA RD & PANGBORN RD,33.828996,-84.280206,,,,,,1
61062,902200,LAVISTA RD @ HARTLAND DR,0 LAVISTA RD & HARTLAND DR,33.829113,-84.28014,,,,,,
61064,902201,LAVISTA RD @ RICHARD STOKES DR,0 LAVISTA RD & RICHARD STOKES DR,33.826482,-84.282819,,,,,,
61066,902093,LAVISTA RD @ OAKRIDGE CIR,0 LAVISTA & OAKRIDGE,33.825424,-84.284325,,,,,,
61068,902094,LAVISTA RD @ LAVISTA DR,0 LAVISTA RD & LAVISTA DR,33.825015,-84.285812,,,,,,
61070,902095,LAVISTA RD @ LEAFMORE PL,0 LAVISTA RD & LEAFMORE PL,33.825071,-84.290447,,,,,,1
61074,902202,LAVISTA RD @ BRIANWOOD RD,0 LAVISTA RD & BRIANWOOD RD,33.823354,-84.296944,,,,,,
61076,902203,LAVISTA RD @ SAGAMORE DR,0 LAVISTA & SAGAMORE,33.82267,-84.298836,,,,,,1
61080,902205,LAVISTA RD @ WINSTON PL,0 LAVISTA RD & WINSTON PL,33.821198,-84.30158,,,,,,1
61082,902097,LAVISTA RD @ CLAIRMONT RD,0 LAVISTA RD & CLAIRMONT RD,33.820124,-84.30392,,,,,,
61084,902098,LAVISTA RD @ 2396,,33.82016,-84.306564,,,,,,1
61088,902099,LAVISTA RD @ 2284,2284 LAVISTA RD NE,33.819017,-84.310717,,,,,,
61101,902101,CLAIRMONT RD NE @ MT BRIAN RD,0 CLAIRMONT RD NE & MT BRIAN RD,33.832523,-84.310124,,,,,,
61105,901982,NORTHEAST EXPY NE@1849,,33.839593,-84.316429,,,,,,
61116,901985,LAVISTA RD@NALLEY CIR,0 LAVISTA RD & NALLEY CIR,33.822522,-84.298914,,,,,,
61118,901881,LAVISTA RD@BRIANWOOD RD,0 LAVISTA RD & BRIANWOOD RD,33.82322,-84.297053,,,,,,
61172,901917,CLAIRMONT RD@AZALEA CIR,0 CLAIRMONT & AZALEA,33.815445,-84.3063,,,,,,
61174,901918,CLAIRMONT RD@TRAILMARK DR,0 CLAIRMONT & TRAILMARK,33.817947,-84.305008,,,,,,
61176,901986,CLAIRMONT RD @ LAVISTA RD,0 CLAIRMONT & LAVISTA,33.819864,-84.303888,,,,,,
61178,901987,CLAIRMONT RD@PINE FOREST DR,0 CLAIRMONT RD NE & PINE FOREST DR NE,33.824555,-84.306965,,,,,,
61180,901988,CLAIRMONT RD@BLACK FOX DR,0 CLAIRMONT & BLACK FOX,33.825638,-84.307281,,,,,,
61182,901989,CLAIRMONT RD@COUNCIL BLUFF DR,0 CLAIRMONT RD NE & COUNCIL BLUFF DR NE,33.830642,-84.309216,,,,,,
61184,901919,CLAIRMONT RD@BRIARCLIFF RD,0 CLAIRMONT & BRIARCLIFF,33.837077,-84.311693,,,,,,1
61186,901920,I-85 N@WILLIAMSBURG VILLAGE,0 I-85 N & WILLIAMSBURG VILLAGE,33.840487,-84.310205,,,,,,
61188,901921,LAVISTA RD@PANGBORN RD,0 LAVISTA RD & PANGBORN RD,33.829569,-84.279378,,,,,,
61190,901922,LAVISTA RD@CLAIRMONT RD,0 LAVISTA RD NE & CLAIRMONT RD,33.820053,-84.304007,,,,,,
61192,901965,CLAIRMONT RD@AUDUBON DR,0 CLAIRMONT & AUDUBON,33.833822,-84.310203,,,,,,1
61200,901966,LAVISTA RD@AMANDA CIR,0 LAVISTA RD NE & N AMANDA CIR NE,33.82008,-84.308478,,,,,,1
61202,901967,CLAIRMONT RD NE @ GRACE ARBOR CT,0 CLAIRMONT RD NE & GRACE ARBOR CT NE,33.829342,-84.308673,,,,,,1
61204,901968,CLAIRMONT RD @ WILANDREW DR,0 CLAIRMONT RD & WILANDREW DR,33.817999,-84.305177,,,,,,
61206,902074,LAVISTA RD@2405,2405 LAVISTA RD NE,33.820062,-84.306368,,,,,,
61210,902076,LAVISTA RD @ OAK GROVE RD,0 LAVISTA RD & OAK GROVE RD,33.824463,-84.29424,,,,,,1
61220,901970,LAVISTA RD @ AMANDA CIR,0 LAVISTA RD NE & AMANDA CIR,33.820152,-84.308772,,,,,,1
62002,902079,LAWRENCEVILLE HWY @ VALLEY BROOK RD,0 LAWRENCEVILLE HWY & N VALLEY BROOK RD,33.815118,-84.268921,,,,,,1
62004,902080,LAWRENCEVILLE HWY @ ROBINWOOD RD,0 LAWRENCEVILLE & ROBINWOOD,33.816444,-84.267929,,,,,,1
62005,902298,LAWRENCEVILLE HWY @ 2505,2505 LAWRENCEVILLE & MCLENDON,33.819898,-84.264734,,,,,,1
62006,902299,LAWRENCEVILLE HWY @ HARCOURT DR,0 LAWRENCEVILLE & HARCOURT,33.817425,-84.267456,,,,,,1
62007,902300,LAWRENCEVILLE HWY @ MCLENDON DR,0 LAWRENCEVILLE & MCLENDON,33.822409,-84.262947,,,,,,1
62010,902191,LAWRENCEVILLE HWY @ LINKWOOD,0 LAWRENCEVILLE HWY & LINKWOOD LN,33.825342,-84.257488,,,,,,1
62012,902192,LAWRENCEVILLE HWY @ MONTREAL RD W,0 LAWRENCEVILLE HWY & MONTREAL RD,33.826245,-84.25518,,,,,,1
62014,902193,LAWRENCEVILLE HWY @ MONTREAL RD E,0 LAWRENCEVILLE HWY & MONTREAL RD,33.828086,-84.250489,,,,,,1
62016,902194,LAWRENCEVILLE HWY @ LEE WAY,,33.829052,-84.249204,,,,,,1
62018,902301,LAWRENCEVILLE HWY @ LOVELY LN,0 LAWRENCEVILLE HWY & LOVELY LN,33.831627,-84.246122,,,,,,1
62020,902302,LAWRENCEVILLE HWY @ SAINT LAWRENCE CV,0 LAWRENCEVILLE HWY & ST LAWRENCE CV,33.833514,-84.243562,,,,,,1
62022,902303,LAWRENCEVILLE HWY @ SAINT LAWRENCE CV,0 LAWRENCEVILLE HWY & ST LAWRENCE CV,33.833675,-84.243584,,,,,,1
62024,902304,LAWRENCEVILLE HWY @ LOVELY LN,0 LAWRENCEVILLE HWY & LOVELY LN,33.831753,-84.246176,,,,,,1
62026,902195,LAWRENCEVILLE @ LEE WAY,0 LAWRENCEVILLE HWY & LEE WAY,33.830161,-84.248343,,,,,,1
62028,902196,LAWRENCEVILLE HWY @ MONTREAL RD E,0 LAWRENCEVILLE HWY & MONTREAL RD,33.828721,-84.250096,,,,,,1
62030,902197,LAWRENCEVILLE HWY @ MONTREAL RD W,0 LAWRENCEVILLE HWY & MONTREAL RD,33.826183,-84.25579,,,,,,1
62034,901526,LAWRENCEVILLE HWY @ FRAZIER RD,0 LAWRENCEVILLE & FRAZIER,33.822356,-84.263277,,,,,,1
62035,901527,LAWRENCEVILLE HWY@2514,,33.820017,-84.265033,,,,,,1
62036,901636,LAWRENCEVILLE@HARCOURT DR,0 LAWRENCEVILLE HWY & HARCOURT DR,33.817982,-84.267352,,,,,,1
62038,901637,LAWRENCEVILLE@ROBINWOOD RD,0 LAWRENCEVILLE & ROBINWOOD,33.816826,-84.268295,,,,,,1
62040,901638,LAWRENCEVILLE HWY@VALLEY BROOK RD,0 LAWRENCEVILLE & VALLEY BROOK,33.815258,-84.269211,,,,,,1
62042,901639,MONTREAL RD @ NOBLE VINES DR,0 MONTREAL RD & NOBLE VINES DR,33.81531,-84.244343,,,,,,1
62044,901528,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,0 MONTREAL & CLARKSTON INDUSTRIAL,33.817463,-84.245651,,,,,,1
62046,901529,MONTREAL RD @ JUNEAU CT,0 MONTREAL RD & JUNEAU CT,33.818919,-84.247418,,,,,,
62048,901530,MONTREAL RD @ CANADIAN WAY,0 MONTREAL RD & CANADIAN WAY,33.823683,-84.25095,,,,,,
62049,901531,MONTREAL RD @ ALCAN WAY,0 MONTREAL RD & ALCAN WAY,33.822241,-84.250353,,,,,,
62050,901640,MONTREAL RD @ 1215,1215 MONTREAL RD & JUNEAU CT,33.820083,-84.248897,,,,,,
62054,901641,MONTREAL RD @ KENNERSLY CLOSE,0 MONTREAL & KENNERSLY CLOSE,33.831478,-84.258522,,,,,,1
62056,901642,MONTREAL RD @ MONTREAL CIR N,0 MONTREAL RD & MONTREAL CIR,33.835152,-84.256821,,,,,,
62060,901643,MONTREAL RD @ MONTREAL CIR S,0 MONTREAL RD & MONTREAL CIR S,33.826792,-84.256997,,,,,,1
62062,901532,MONTREAL RD@WINDFIELD CIR,0 MONTREAL & WINDFIELD,33.828643,-84.258969,,,,,,1
62066,902503,MONTREAL RD @ SIMPSON DR,0 MONTREAL RD & SIMPSON DR,33.834462,-84.257012,,,,,,
62067,902496,MONTREAL RD @ KENNERSLY CLOSE,0 MONTREAL RD & KENNERSLY CLOS,33.831322,-84.258723,,,,,,1
62069,902472,MONTREAL RD @ 1860,,33.83755,-84.256759,,,,,,
62070,902473,MONTREAL RD @ 1846,,33.836933,-84.256912,,,,,,1
62071,902474,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,0 MONTREAL RD & MONTREAL INDUSTRIAL WAY,33.839716,-84.256746,,,,,,1
62072,902497,MONTREAL RD @ MONTREAL INDUSTRIAL WAY,0 MONTREAL RD & MONTREAL INDUSTRIAL WAY,33.839931,-84.256877,,,,,,1
62074,902498,MONTREAL RD @ LAVISTA RD,0 MONTREAL RD & LAVISTA RD,33.843117,-84.256841,,,,,,
62076,902499,MONTREAL RD @ 1468,,33.826314,-84.250338,,,,,,1
62078,902500,MONTREAL RD @ 1200,,33.820245,-84.249354,,,,,,1
62079,902475,MONTREAL RD @ ALCAN WAY,0 MONTREAL & ALCAN,33.822153,-84.250457,,,,,,
62080,902476,MONTREAL RD @ JUNEAU CT,0 MONTREAL RD & JUNEAU CT,33.818883,-84.247592,,,,,,1
62082,902477,MONTREAL RD @ CLARKSTON INDUSTRIAL BLVD,0 MONTREAL RD & CLARKSTON INDUSTRIAL BLVD,33.817459,-84.245831,,,,,,1
62084,902478,MONTREAL RD @ NOBLE VINES DR,,33.815194,-84.244463,,,,,,
62088,902501,LAVISTA RD@LAVISTA WAY,0 LAVISTA RD & LAVISTA WAY,33.835284,-84.271017,,,,,,1
62090,902502,LAVISTA RD@CEDAR CANYON DR,0 LAVISTA RD & CEDAR CANYON DR NE,33.837306,-84.269775,,,,,,1
62092,902557,LAVISTA RD@BRIARLAKE CIR,0 LAVISTA RD & BRIARLAKE CIR,33.838747,-84.26849,,,,,,1
62094,902558,LAVISTA RD@CHESTERFIELD DR,0 LAVISTA RD & CHESTERFIELD DR NE,33.840079,-84.266552,,,,,,1
62096,902532,LAVISTA RD@HUDSON RD,0 LAVISTA RD & HUDSON RD,33.840767,-84.263471,,,,,,1
62098,902533,LAVISTA RD@HAROBI DR,0 LAVISTA RD & HAROBI DR,33.841061,-84.260631,,,,,,1
62100,902534,LAVISTA RD@3825,,33.842599,-84.259106,,,,,,1
62104,902535,LAVISTA RD @ HAROBI DR,0 LAVISTA RD & HAROBI DR,33.841159,-84.260598,,,,,,1
62108,902560,LAVISTA RD @ CHESTERFIELD DR,0 LAVISTA RD & CHESTERFIELD DR NE,33.840151,-84.266563,,,,,,1
62110,902561,LAVISTA RD @ CEDAR CANYON DR,0 LAVISTA RD & CEDAR CANYON DR NE,33.837378,-84.269808,,,,,,1
62112,902562,LAVISTA RD @ FRAZIER RD,0 LAVISTA RD & FRAZIER RD,33.834237,-84.271889,,,,,,1
62114,902536,LAVISTA RD@CARTWRIGHT DR,0 LAVISTA RD & CARTWRIGHT DR,33.832547,-84.273794,,,,,,
62116,902537,MONTREAL RD @ SIMPSON DR,0 MONTREAL RD & SIMPSON DR,33.834239,-84.256947,,,,,,
62220,902539,LAVISTA RD @ BONANZA DR,0 LAVISTA RD & BONANZA DR,33.833672,-84.272451,,,,,,1
62222,902563,LAVISTA RD @ HOLLIDON RD,0 LAVISTA RD & HOLLIDON RD,33.840839,-84.264255,,,,,,1
62224,902564,LAVISTA RD @ BRIARLAKE RD,0 LAVISTA RD & BRIARLAKE RD,33.83923,-84.26812,,,,,,
62226,902612,LAVISTA RD @ LAVISTA WAY,0 LAVISTA RD & LAVISTA WAY,33.835338,-84.271093,,,,,,
62228,902613,LAVISTA RD @ WILSON GLN,0 LAVISTA RD & WILSON GLN,33.832931,-84.273478,,,,,,
62230,902614,MONTREAL RD @ CANADIAN WAY,0 MONTREAL RD & CANADIAN WAY,33.823763,-84.251113,,,,,,
62232,902615,MONTREAL RD @ 1475,,33.827316,-84.249662,,,,,,1
62234,902590,LAVISTA RD@RESERVE WAY,LAVISTA RD & RESERVE CIR,33.831053,-84.275808,,,,,,
63002,902591,LAWRENCEVILLE HWY @ TERRI LYNN CT,0 LAWRENCEVILLE HWY & TERRI LYNN CT,33.834989,-84.241852,,,,,,1
63004,902592,LAWRENCEVILLE HWY @ COOLEDGE RD,0 LAWRENCEVILLE HWY & COOLEDGE RD,33.837457,-84.237975,,,,,,1
63006,902616,LAWRENCEVILLE HWY@HEBRON HILLS DR,0 LAWRENCEVILLE & HEBRON HILLS,33.840815,-84.234365,,,,,,1
63008,902617,LAWRENCEVILLE HWY@STEEL DR,0 LAWRENCEVILLE & STEEL,33.842332,-84.233226,,,,,,1
63010,902618,LAWRENCEVILLE HWY @ STEEL DR,0 LAWRENCEVILLE HWY & STEEL DR,33.842381,-84.233673,,,,,,1
