5436984,20:20:18,20:20:18,901627,5
5436984,20:20:40,20:20:40,901626,6
5436984,20:21:48,20:21:48,902289,7
5436984,20:23:42,20:23:42,211499,8
5436984,20:24:11,20:24:11,901665,9
5436984,20:26:00,20:26:00,902019,10
5436984,20:27:21,20:27:21,901617,11
5436984,20:28:23,20:28:23,901616,12
5436984,20:30:07,20:30:07,901615,13
5436984,20:30:23,20:30:23,902139,14
5436984,20:32:03,20:32:03,904641,15
5436984,20:32:57,20:32:57,904713,16
5436984,20:33:46,20:33:46,904712,17
5436984,20:34:34,20:34:34,904711,18
5436984,20:35:44,20:35:44,904999,19
5436984,20:36:30,20:36:30,904604,20
5436984,20:37:00,20:37:00,904519,21
5436984,20:38:07,20:38:07,903601,22
5436984,20:38:40,20:38:40,210208,23
5436984,20:39:37,20:39:37,211125,24
5436984,20:40:09,20:40:09,904546,25
5436984,20:41:11,20:41:11,904766,26
5436984,20:41:29,20:41:29,904767,27
5436984,20:41:46,20:41:46,904436,28
5436984,20:42:04,20:42:04,904768,29
5436984,20:42:36,20:42:36,211504,30
5436984,20:43:01,20:43:01,211505,31
5436984,20:43:38,20:43:38,211506,32
5436984,20:44:00,20:44:00,901009,33
5436984,20:44:26,20:44:26,901008,34
5436984,20:44:48,20:44:48,901092,35
5436984,20:45:09,20:45:09,900913,36
5436984,20:45:28,20:45:28,900911,37
5436984,20:45:55,20:45:55,900852,38
5436984,20:46:19,20:46:19,211192,39
5436984,20:46:52,20:46:52,211456,40
5436984,20:47:29,20:47:29,901010,41
5436984,20:48:47,20:48:47,212002,42
5436984,20:49:34,20:49:34,904347,43
5436984,20:50:17,20:50:17,904968,44
5436984,20:50:44,20:50:44,904284,45
5436984,20:53:00,20:53:00,907473,46
5436985,12:35:00,12:35:00,907473,1
5436985,12:35:57,12:35:57,904966,2
5436985,12:37:01,12:37:01,904967,3
5436985,12:37:32,12:37:32,904553,4
5436985,12:38:07,12:38:07,904554,5
5436985,12:38:18,12:38:18,904344,6
5436985,12:40:44,12:40:44,904345,7
5436985,12:41:23,12:41:23,211458,8
5436985,12:41:59,12:41:59,900809,9
5436985,12:42:22,12:42:22,900851,10
5436985,12:42:50,12:42:50,900912,11
5436985,12:43:10,12:43:10,211141,12
5436985,12:43:36,12:43:36,901006,13
5436985,12:43:56,12:43:56,901007,14
5436985,12:44:22,12:44:22,901093,15
5436985,12:45:00,12:45:00,901094,16
5436985,12:45:43,12:45:43,901095,17
5436985,12:46:21,12:46:21,904898,18
5436985,12:46:51,12:46:51,905016,19
5436985,12:47:41,12:47:41,904646,20
5436985,12:48:07,12:48:07,904647,21
5436985,12:48:55,12:48:55,904648,22
5436985,12:49:53,12:49:53,904709,23
5436985,12:50:53,12:50:53,211126,24
5436985,12:52:05,12:52:05,904488,25
5436985,12:53:18,12:53:18,904604,26
5436985,12:54:00,12:54:00,904519,27
5436985,12:54:55,12:54:55,903601,28
5436985,12:55:29,12:55:29,904605,29
5436985,12:56:20,12:56:20,903602,30
5436985,12:57:02,12:57:02,903604,31
5436985,12:57:36,12:57:36,904708,32
5436985,12:58:15,12:58:15,904313,33
5436985,12:59:34,12:59:34,904710,34
5436985,12:59:57,12:59:57,901440,35
5436985,13:02:01,13:02:01,901552,36
5436985,13:03:00,13:03:00,902136,37
5436985,13:04:16,13:04:16,901614,38
5436985,13:04:33,13:04:33,211498,39
5436985,13:05:51,13:05:51,902063,40
5436985,13:06:44,13:06:44,901954,41
5436985,13:06:59,13:06:59,901955,42
5436985,13:07:15,13:07:15,901956,43
5436985,13:07:46,13:07:46,901957,44
5436985,13:08:00,13:08:00,901435,45
5436986,09:17:00,09:17:00,907473,1
5436986,09:17:52,09:17:52,904966,2
5436986,09:18:50,09:18:50,904967,3
5436986,09:19:18,09:19:18,904553,4
5436986,09:19:50,09:19:50,904554,5
5436986,09:20:00,09:20:00,904344,6
5436986,09:22:12,09:22:12,904345,7
5436986,09:22:47,09:22:47,211458,8
5436986,09:23:19,09:23:19,900809,9
5436986,09:23:40,09:23:40,900851,10
5436986,09:24:05,09:24:05,900912,11
5436986,09:24:23,09:24:23,211141,12
5436986,09:24:47,09:24:47,901006,13
5436986,09:25:05,09:25:05,901007,14
