stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
62224,902564,LAVISTA RD @ BRIARLAKE RD,0 LAVISTA & BRIARLAKE,33.839541,-84.268188,,,,
62226,902612,LAVISTA RD @ LAVISTA WAY,0 LAVISTA & LAVISTA,33.835245,-84.271398,,,,
62228,902613,LAVISTA RD @ WILSON GLN,0 LAVISTA RD & WILSON GLN,33.832931,-84.273478,,,,
62230,902614,MONTREAL RD@CANADIAN WAY,0 MONTREAL & CANADIAN,33.823974,-84.251219,,,,
62232,902615,MONTREAL RD@1475,,33.827853,-84.250091,,,,
62234,902590,LAVISTA RD@RESERVE WAY,,33.830866,-84.275791,,,,
63002,902591,LAWRENCEVILLE HWY@TERRI LYNN CT,0 LAWRENCEVILLE & TERRI LYNN,33.834886,-84.241981,,,,
63004,902592,LAWRENCEVILLE HWY@COOLEDGE RD,0 LAWRENCEVILLE & COOLEDGE,33.837036,-84.23806,,,,
63006,902616,LAWRENCEVILLE HWY@HEBRON HILLS DR,0 LAWRENCEVILLE & HEBRON HILLS,33.840815,-84.234365,,,,
63008,902617,LAWRENCEVILLE HWY@STEEL DR,0 LAWRENCEVILLE & STEEL,33.842332,-84.233226,,,,
63010,902618,LAWRENCEVILLE HWY @ STEEL DR,0 LAWRENCEVILLE & STEEL,33.842381,-84.233673,,,,
63012,902619,LAWRENCEVILLE HWY @ HEBRON HILLS DR,0 LAWRENCEVILLE & HEBRON HILLS,33.840645,-84.235184,,,,
63014,902593,LAWRENCEVILLE HWY @ NORTHLAKE PKY,0 LAWRENCEVILLE & NORTHLAKE,33.837307,-84.238892,,,,
63016,902594,LAWRENCEVILLE HWY @ TERRI LYNN CT,0 LAWRENCEVILLE & TERRI LYNN,33.835347,-84.241907,,,,
63018,902595,IDLEWOOD RD @ FELLOWSHIP RD,0 N IDLEWOOD RD NE & N GLYNBROOK DR NE,33.842637,-84.213379,,,,
63020,902596,IDLEWOOD RD @ ELMDALE DR,0 IDLEWOOD & ELMDALE,33.840782,-84.213654,,,,
63023,902433,IDLEWOOD RD @ BROWNING CHASE DR,0 IDLEWOOD & BROWNING CHASE,33.837303,-84.213451,,,,
63024,902440,IDLEWOOD RD @ DUESENBERG DR,0 N IDLEWOOD RD NE & N SENTRY DR NE,33.835638,-84.213498,,,,
63025,902441,SARR PKY @ IDLEWOOD RD,0 SARR & IDLEWOOD,33.8339,-84.21359,,,,
63026,902442,SARR PKY @ 4401,4401 N SARR PKY NE,33.834102,-84.210847,,,,
63028,902443,SARR PKY @ GREER CIR,0 SARR & GREER,33.83424,-84.208427,,,,
63030,902434,PONCE DE LEON AVE@4352,4352 E PONCE DE LEON AVE,33.814328,-84.236478,,,,
63032,902435,PONCE DE LEON AVE@COBBLE MILL LN,0 E PONCE DE LEON AVE & COBBLE MILL LN,33.816073,-84.235246,,,,
63034,902436,PONCE DE LEON AVE@CHURCH ST,0 PONCE DE LEON & CHURCH,33.817669,-84.233795,,,,
63036,902437,PONCE DE LEON AVE@BROCKETT RD,0 PONCE DE LEON & BROCKETT,33.818157,-84.233025,,,,
63038,902444,PONCE DE LEON AVE@BROCKETT RD,0 PONCE DE LEON & BROCKETT,33.818661,-84.231476,,,,
63040,902445,PONCE DE LEON AVE@BROCKETT RD,0 PONCE DE LEON & BROCKETT,33.818833,-84.229091,,,,
63042,902446,PONCE DE LEON AVE@COUNTRY ADDRESS,0 PONCE DE LEON & COUNTRY ADDRESS,33.818668,-84.227003,,,,
63044,902447,PONCE DE LEON AVE@IDLEWOOD RD,0 PONCE DE LEON & IDLEWOOD,33.818283,-84.223106,,,,
63046,902438,PONCE DE LEON AVE@ERSKINE RD,0 PONCE DE LEON & ERSKINE,33.818058,-84.221123,,,,
63048,902439,PONCE DE LEON AVE@RAYS RD,0 PONCE DE LEON & RAYS,33.817646,-84.217545,,,,
63050,901838,PONCE DE LEON AVE@SAGEWOOD CIR,0 PONCE DE LEON & SAGEWOOD,33.817597,-84.21515,,,,
63052,901882,PONCE DE LEON AVE@ORCHARD PARK DR,0 E PONCE DE LEON AVE & ORCHARD PARK DR,33.818264,-84.212754,,,,
63054,901883,PONCE DE LEON AVE@HAMBRICK RD,0 E PONCE DE LEON AVE & HAMBRICK RD,33.818862,-84.211361,,,,
63056,901884,PONCE DE LEON AVE@KINGSGATE DR,0 PONCE DE LEON & KINGSGATE,33.819901,-84.209663,,,,
63058,901889,PONCE DE LEON AVE@KINGSGATE DR,0 PONCE DE LEON & KINGSGATE,33.822602,-84.205656,,,,
63060,901890,PONCE DE LEON AVE@ROADHAVEN DR,0 PONCE DE LEON & ROADHAVEN,33.824036,-84.203201,,,,
63064,901891,PONCE DE LEON AVE@HAMBRICK RD,0 PONCE DE LEON & HAMBRICK,33.819065,-84.211578,,,,
63066,901892,PONCE DE LEON AVE@ORCHARD PARK DR,0 PONCE DE LEON & ORCHARD PARK,33.818394,-84.212791,,,,
63068,901885,PONCE DE LEON AVE@SAGEWOOD CIR,0 E PONCE DE LEON AVE & SAGEWOOD CIR,33.81781,-84.21553,,,,
63070,901886,PONCE DE LEON AVE@RAYS RD,0 PONCE DE LEON & RAYS,33.818046,-84.217884,,,,
63072,901887,PONCE DE LEON AVE@ERSKINE RD,0 PONCE DE LEON & ERSKINE,33.818264,-84.220932,,,,
63074,901888,PONCE DE LEON AVE@IDLEWOOD RD,0 PONCE DE LEON & IDLEWOOD,33.818455,-84.222771,,,,
63076,901893,PONCE DE LEON AVE@COUNTRY ADDRESS,0 E PONCE DE LEON AVE & COUNTRY ADDRESS,33.818921,-84.226985,,,,
63078,901894,PONCE DE LEON AVE@4600,,33.819139,-84.229076,,,,
63080,901895,PONCE DE LEON AVE@BROCKETT RD,0 PONCE DE LEON & BROCKETT,33.818615,-84.232254,,,,
63082,902112,PONCE DE LEON AVE@CHURCH ST,0 PONCE DE LEON & CHURCH,33.817516,-84.234383,,,,
63084,901995,PONCE DE LEON AVE@COBBLE MILL,0 PONCE DE LEON & COBBLE MILL,33.815979,-84.235619,,,,
63086,901996,PONCE DE LEON AVE@4366,,33.814205,-84.236855,,,,
63088,901997,PONCE DE LEON AVE@SMITH ST,0 PONCE DE LEON & SMITH,33.812492,-84.238083,,,,
63092,902105,PONCE DE LEON AVE@4700,,33.818711,-84.224694,,,,
63094,902106,PONCE DE LEON AVE@KINGSGATE DR,0 PONCE DE LEON & KINGSGATE,33.820411,-84.209407,,,,
63096,902107,E PONCE DE LEON AVE @ 4700,,33.818402,-84.224714,,,,
64004,902113,GREER CIR @ 4478,4478 N GREER CIR NE,33.832481,-84.20614,,,,
64006,902114,GREER CIR @ ROADHAVEN DR,0 N GREER CIR NE & N ROADHAVEN DR NE,33.832404,-84.203724,,,,
64008,902115,GREER CIR @ MOUNTAIN IND BLVD,0 N GREER CIR NE & MTN IND BLVD,33.832026,-84.198339,,,,
64010,902116,MOUNTAIN IND BLVD @ LEWIS RD,0 N MOUNTAIN INDUSTRIAL BLVD NE & LEWIS RD,33.829131,-84.196357,,,,
64012,902109,MOUNTAIN IND BLVD @ E PONCE DE LEON,0 MOUNTAIN INDUSTRIAL BLVD & E PONCE DE LEON AVE,33.825979,-84.195888,,,,
64014,902110,N HAIRSTON RD @ STONEGATE IND BLVD,0 HAIRSTON & STONEGATE INDUSTRIAL,33.822705,-84.195269,,,,
64016,902111,N HAIRSTON RD @ SUMMIT LAKE DR,0 N HAIRSTON RD & SUMMIT LAKE DR,33.821091,-84.194449,,,,
64018,902327,N HAIRSTON RD @ WEATHERLY DR,0 N HAIRSTON RD & WEATHERLY DR,33.819005,-84.193778,,,,
64020,902219,N HAIRSTON RD @ CHATFIELD DR N,0 N HAIRSTON RD & CHATFIELD DR,33.817866,-84.193793,,,,
64022,902220,N HAIRSTON RD @ CHATFIELD DR S,0 N HAIRSTON RD & CHATFIELD DR,33.815219,-84.193763,,,,
64024,902221,MOUNTAIN INDUSTRIAL BLVD@LEWIS RD,0 N MOUNTAIN INDUSTRIAL BLVD & N HAIRSTON SQ,33.828638,-84.195988,,,,
64026,902222,MOUNTAIN INDUSTRIAL BLVD@GREER CIR,0 MOUNTAIN INDUSTRIAL & GREER,33.833115,-84.199043,,,,
64028,902328,MOUNTAIN INDUSTRIAL BLVD@HAMMERMIL,0 MOUNTAIN INDUSTRIAL & HAMMERMILL,33.837257,-84.200757,,,,
64030,902329,MOUNTAIN INDUSTRIAL BLVD@HAMMERMIL,0 N MOUNTAIN INDUSTRIAL BLVD NE & N HAMMERMILL RD NE,33.840006,-84.200816,,,,
64032,902330,MOUNTAIN INDUSTRIAL BLVD@2037,2037 N MOUNTAIN INDUSTRIAL BLVD NE,33.842915,-84.200807,,,,
64034,902331,PONCE DE LEON AVE@KELTON DR,0 E PONCE DE LEON AVE & KELTON DR,33.825517,-84.199186,,,,
64038,902336,E PONCE DE LEON AVE @ N HAIRSTON RD,,33.825836,-84.19628,,,,
64040,902337,PONCE DE LEON AVE@LITTON DR,0 PONCE DE LEON & LITTON,33.825008,-84.19339,,,,
64042,901433,PONCE DE LEON AVE@STONE RIDGE DR,0 E PONCE DE LEON AVE & STONE RIDGE DR,33.823933,-84.190669,,,,
64048,902332,PONCE DE LEON AVE@JULIETTE RD,0 PONCE DE LEON & JULIETTE,33.816334,-84.182182,,,,
64052,901607,E PONCE DE LEON AVE @ RICHARDSON ST,0 PONCE DE LEON & RICHARDSON,33.815587,-84.180342,,,,
64054,901608,E PONCE DE LEON AVE @ JULIETTE RD,0 PONCE DE LEON & JULIETTE,33.816246,-84.181656,,,,
64056,901609,E PONCE DE LEON AVE @ ROCK MTN BLVD,0 PONCE DE LEON & ROCK MOUNTAIN,33.818722,-84.184166,,,,
64060,901498,E PONCE DE LEON AVE @ 5650,,33.82256,-84.187826,,,,
64062,901499,E PONCE DE LEON AVE @STONE RIDGE DR,0 E PONCE DE LEON AVE & E STONE RIDGE DR,33.823953,-84.190443,,,,
64064,901500,E PONCE DE LEON AVE @ LITTON DR,0 PONCE DE LEON & LITTON,33.825405,-84.193367,,,,
64066,901501,E PONCE DE LEON AVE @ MOUNTAIN IND,0 E PONCE DE LEON AVE & MOUNTAIN INDUSTRIAL BLVD,33.825908,-84.196345,,,,
64068,901610,PONCE DE LEON AVE@KELTON DR,0 PONCE DE LEON & KELTON,33.825947,-84.19907,,,,
64070,901611,PONCE DE LEON AVE@ROADHAVEN DR,0 PONCE DE LEON & ROADHAVEN,33.824501,-84.20298,,,,
64072,901612,PONCE DE LEON AVE@KINGSGATE DR,0 PONCE DE LEON & KINGSGATE,33.822811,-84.205711,,,,
64088,901613,N HAIRSTON RD@WEATHERLY DR,0 N HAIRSTON RD & WEATHERLY DR,33.819145,-84.193451,,,,
64094,901618,MOUNTAIN INDUSTRIAL@PONCE DE LEO,0 N MOUNTAIN INDUSTRIAL BLVD & N HAIRSTON SQ,33.826865,-84.195744,,,,
64096,901663,PONCE DE LEON AVE@RICHARDSON ST,0 PONCE DE LEON & RICHARDSON,33.815326,-84.180758,,,,
64098,901664,PONCE DE LEON AVE@5650,,33.822351,-84.187981,,,,
64100,901731,PONCE DE LEON AVE@BEVERAGE DR,0 PONCE DE LEON & BEVERAGE,33.820843,-84.186472,,,,
64102,901732,E PONCE DE LEON AVE @ BEVERAGE DR,0 E PONCE DE LEON AVE & E BEVERAGE DR,33.820713,-84.186221,,,,
64108,901845,JULIETTE RD @ 1551,,33.825988,-84.176861,,,,
64110,901846,JULIETTE RD @ TREE MOUNTAIN PKY,0 JULIETTE & TREE MOUNTAIN,33.823973,-84.179251,,,,
64112,901847,JULIETTE RD @ WOOD BEND DR,0 JULIETTE & WOOD BEND,33.824679,-84.179609,,,,
64114,901734,JULIETTE RD @ STONE MILL WAY,0 JULIETTE & STONE MILL,33.817913,-84.180451,,,,
64116,901735,JULIETTE RD @ WOOD BEND DR,0 JULIETTE & WOOD BEND,33.817771,-84.180942,,,,
64118,901736,JULIETTE RD @ TREE MOUNTAIN PKY,0 JULIETTE & TREE MOUNTAIN,33.821111,-84.180092,,,,
64120,901737,JULIETTE RD @ TREE MOUNTAIN PKY,0 JULIETTE & TREE MOUNTAIN,33.821254,-84.179663,,,,
64122,901738,JULIETTE RD @ E PONCE DE LEON AVE,0 JULIETTE & PONCE DE LEON,33.816608,-84.181214,,,,
66003,901848,ATLANTA INDUSTRIAL PKWY@3600,,33.79785,-84.4964,,,,
66005,901849,ATLANTA INDUSTRIAL PKWY@3555,,33.79763,-84.49626,,,,
66016,902063,PERRY BLVD NW@MCCALLIE BLVD NW,0 PERRY BLVD NW & MCCALLIE BLVD NW,33.799352,-84.454537,,,,
66018,901954,PERRY BLVD NW@MARY GEORGE AVE NW,0 PERRY BLVD NW & MARY GEORGE AVE NW,33.802752,-84.458213,,,,
66020,901955,PERRY BLVD NW@2210,2210 PERRY & MARY GEORGE,33.80365,-84.45942,,,,
66022,901956,PERRY BLVD NW@2250,,33.804764,-84.460556,,,,
66024,901957,PERRY BLVD NW@2245,,33.805916,-84.463326,,,,
66040,902005,BROWNTOWN RD NW@AUDREY PL,0 BROWNTOWN & AUDREY,33.801898,-84.476754,,,,
66042,902068,BROWNTOWN RD NW@2741,,33.80165,-84.477863,,,,
66044,902069,BROWNTOWN RD NW@2783,,33.801514,-84.479364,,,,
66046,902070,MALDO DR NW@BROWNTOWN RD NW,0 MALDO & BROWNTOWN,33.801899,-84.481069,,,,
66062,902289,PERRY BLVD NW @ MCCALLIE BLVD NW,0 PERRY BLVD NW & MCCALLIE BLVD NW,33.799485,-84.454983,,,,
66064,902180,MCCALLIE BLVD NW@PERRY BLVD NW,0 MCCALLIE BLVD NW & PERRY BLVD NW,33.799342,-84.454863,,,,
66066,902181,MCCALLIE BLVD NW@ABNER PL NW,0 MCCALLIE & ABNER,33.79987,-84.457596,,,,
66068,902182,MCCALLIE BLVD NW@ABNER PL NW,0 MCCALLIE & ABNER,33.79953,-84.457664,,,,
66070,902183,AJAX DR NW@MCCALLIE BLVD NW,0 AJAX DR NW & MCCALLIE BLVD NW,33.798461,-84.458886,,,,
66072,902290,AJAX DR@2208,2208 AJAX DR NW & ADDISON PL NW,33.799301,-84.459878,,,,
66074,902291,AJAX DR NW @ ADDISON PL,0 AJAX DR NW & ADDISON PL NW,33.799701,-84.461989,,,,
66076,902292,AJAX DR NW @ ABNER TER NW,0 AJAX DR NW & ABNER TER NW,33.800094,-84.462294,,,,
66078,902293,ABNER TER NW @ MARY GEORGE AVE NW,0 ABNER TER NW & ABNER TER NW,33.800945,-84.462002,,,,
66082,902184,ABNER LN NW@ABNER PL NW,0 ABNER LN & ABNER TER NW,33.80174,-84.463047,,,,
66084,902226,ABNER LN NW @ ABNER PL NW,0 ABNER LN & ABNER PL NW,33.80174,-84.463232,,,,
66085,902227,ABNER LN NW @ MARY GEORGE AVE NW,0 ABNER LN & ABNER TER NW,33.80132,-84.463134,,,,
66086,902228,ABNER PL NW @ ABNER TER NW,0 ABNER PL NW & ABNER TER NW,33.802198,-84.461949,,,,
66088,901516,ABNER PL @ 2219,2219 ABNER PL NW & ABNER TER NW,33.802227,-84.46047,,,,
66090,901625,MARY GEORGE AVE NW @ ABNER PL NW,0 MARY GEORGE AVE NW & ABNER PL NW,33.801853,-84.45911,,,,
66094,901626,PERRY BLVD NW @ MARY GEORGE AVE NW,0 PERRY & MARY GEORGE,33.80249,-84.458397,,,,
66096,901627,PERRY BLVD NW @ 2210,,33.803543,-84.459633,,,,
66098,901517,PERRY BLVD NW @ 2250,,33.804577,-84.460732,,,,
66100,901518,PERRY BLVD NW @ 2221,,33.805241,-84.46154,,,,
66102,901562,PERRY BLVD NW @ 2245,,33.805695,-84.463257,,,,
66108,901628,HOLLYWOOD RD NW@BROWNTOWN RD NW,0 HOLLYWOOD & BROWNTOWN,33.804259,-84.470362,,,,
66128,901863,HOLLYWOOD RD NW@FELKER WARD ST NW,0 HOLLYWOOD & FELKER WARD,33.809219,-84.472084,,,,
66130,901864,HOLLYWOOD RD NW@MAIN ST NW,0 HOLLYWOOD & MAIN,33.810322,-84.471542,,,,
66132,901753,HOLLYWOOD RD NW@SPINK ST NW,0 HOLLYWOOD & SPINK,33.811722,-84.470581,,,,
66134,901754,HOLLYWOOD RD NW@2081,,33.812359,-84.469994,,,,
66136,901799,HOLLYWOOD RD NW@BOLTON RD,0 HOLLYWOOD & BOLTON,33.813374,-84.468697,,,,
66138,901800,HOLLYWOOD RD NW@ARNO DR NW,0 ARNO DR NW & HOLLYWOOD RD NW,33.798948,-84.46996,,,,
66140,901865,HOLLYWOOD RD NW@1730,,33.801231,-84.47023,,,,
66142,901866,HIGHTOWER RD@SAINT JAMES AVE NW,0 HIGHTOWER & ST JAMES,33.78569,-84.472565,,,,
66150,901867,JAMES JACKSON PKY NW@JAMES JACKSON,0 JAMES JACKSON PKY NW & JAMES JACKSON CT,33.799299,-84.475465,,,,
66162,901801,MALDO DR NW@CARDO DR NW,0 MALDO & CARDO,33.800739,-84.481819,,,,
66164,902081,MALDO DR NW@ARGYLE DR NW,0 MALDO DR NW & ARGYLE DR NW,33.799988,-84.482483,,,,
66166,901972,ARGYLE DR NW@MALDO DR NW,0 ARGYLE DR NW & MALDO DR NW,33.79947,-84.481644,,,,
66168,901973,ARGYLE DR NW@CARDO DR NW,0 ARGYLE DR NW & CARDO DR NW,33.799266,-84.480055,,,,
66170,901974,ARGYLE DR NW@MARCO DR NW,0 ARGYLE DR NW & MARCO DR NW,33.799573,-84.478359,,,,
66172,902017,BRIDGEPORT DR NW@ARGYLE DR,0 BRIDGEPORT & ARGYLE,33.799134,-84.476845,,,,
66180,902083,HOLLYWOOD RD NW@1730,,33.801849,-84.470718,,,,
66182,902084,HOLLYWOOD RD NW@ARNO DR NW,0 HOLLYWOOD & ARNO,33.799198,-84.470482,,,,
66183,902085,HOLLYWOOD RD NW@PERRY BLVD NW,0 HOLLYWOOD & PERRY,33.805375,-84.470516,,,,
66192,902086,BANKHEAD HWY NW@WATTS RD NW,0 BANKHEAD & WATTS,33.784344,-84.488571,,,,
66194,902087,D L HOLLOWELL PKY NW @ HARWELL RD,0 DONALD LEE HOLLOWELL PKY NW & HARWELL,33.785934,-84.49099,,,,
66196,902135,BANKHEAD HWY NW@HARWELL RD NW,0 BANKHEAD & HARWELL,33.785934,-84.491669,,,,
66220,902241,HOLLYWOOD RD NW@BOLTON RD NW,0 HOLLYWOOD & BOLTON,33.813315,-84.469148,,,,
66222,902242,HOLLYWOOD RD NW@SPINK ST NW,0 HOLLYWOOD & SPINK,33.812328,-84.470604,,,,
66224,902243,HOLLYWOOD RD NW@MAIN ST NW,0 HOLLYWOOD RD NW & MAIN ST NW,33.81077,-84.471375,,,,
66240,901459,JAMES JACKSON PKY NW@BROWNTOWN RD N,0 JAMES JACKSON & BROWNTOWN,33.801048,-84.475876,,,,
66242,902244,JAMES JACKSON PKY@JAMES JACKSON CT,1661 JAMES JACKSON PKY NW & JAMES JACKSON CT,33.799317,-84.475552,,,,
66244,902245,7TH ST NW@ETHERIDGE DR NW,0 7TH & ETHERIDGE,33.787621,-84.47345,,,,
66246,902246,ETHERIDGE DR NW@6TH ST NW,0 ETHERIDGE & 6TH,33.787823,-84.472645,,,,
66248,901533,NORTHWEST DR NW@WEDGEWOOD DR NW,0 NORTHWEST & WEDGEWOOD,33.786623,-84.476026,,,,
66262,901644,BOLTON RD NW@BROWNTOWN RD NW,0 BOLTON & BROWNTOWN,33.8042,-84.4833,,,,
66264,901645,BOLTON RD NW@SAM ST NW,0 BOLTON RD NW & SAM ST NW,33.802814,-84.484653,,,,
66268,901647,BOLTON RD NW@PARROTT AVE NW,0 BOLTON & PARROTT,33.802139,-84.48661,,,,
66270,901576,NORTHWEST DR NW@BOLTON RD NW,0 NORTHWEST DR NW & ANDERSON AVE SW,33.800608,-84.487564,,,,
