route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7634,3,3692761,Route 1- Five Points Station,1,205835,80657
7634,3,3695875,Route 1- Coronet Way,0,205835,80811
7634,3,3687985,Route 1- Five Points Station,1,205835,80657
7634,3,3680428,Route 1- Coronet Way,0,205879,80811
7634,3,3685544,Route 1- Five Points Station,1,205879,80657
7634,3,3694876,Route 1- Coronet Way,0,205835,80811
7634,3,3683061,Route 1- Coronet Way,0,205879,80811
7634,3,3685543,Route 1- Five Points Station,1,205835,80657
7634,3,3694875,Route 1- Five Points Station,1,205879,80657
7634,3,3686778,Route 1- Coronet Way,0,205835,80811
7634,3,3690970,Route 1- Coronet Way,0,205879,80811
7634,3,3686773,Route 1- Five Points Station,1,205879,80657
7634,3,3685548,Route 1- Coronet Way,0,205879,80811
7634,3,3692649,Route 1- Coronet Way,0,205879,80811
7634,3,3696211,Route 1- Five Points Station,1,205835,80657
7634,3,3683060,Route 1- Coronet Way,0,205879,80811
7634,3,3681783,Route 1- Five Points Station,1,205835,80657
7634,3,3697102,Route 1- Five Points Station,1,205835,80657
7634,3,3686780,Route 1- Coronet Way,0,205879,80811
7634,3,3679805,Route 1- Coronet Way,0,205835,80811
7634,3,3690969,Route 1- Coronet Way,0,205835,80811
7634,3,3681790,Route 1- Coronet Way,0,205835,80811
7634,3,3690288,Route 1- Five Points Station,1,205879,80657
7634,3,3690160,Route 1- Five Points Station,1,205879,80657
7634,3,3689237,Route 1- Coronet Way,0,205879,80811
7634,3,3689236,Route 1- Coronet Way,0,205835,80811
7634,3,3695850,Route 1- Coronet Way,0,205835,80811
7634,3,3680427,Route 1- Coronet Way,0,205835,80811
7634,3,3686779,Route 1- Coronet Way,0,205835,80811
7634,3,3685542,Route 1- Five Points Station,1,205835,80657
7634,3,3694159,Route 1- Five Points Station,1,205879,80657
7634,3,3684313,Route 1- Five Points Station,1,205879,80657
7634,3,3686777,Route 1- Coronet Way,0,205835,80811
