stop_id,stop_code,stop_name,stop_lat,stop_lon
98092,900774,LYNHURST DR SW@HAZELWOOD DR SW,33.727594,-84.488521
98094,900775,LYNHURST DR SW@ARDLEY RD SW,33.729267,-84.489105
98096,900776,LYNHURST DR SW@SPREADING OAK DR SW,33.730343,-84.48896
98098,900777,LYNHURST DR@BENJAMIN E MAYS DR,33.732594,-84.488861
98116,900778,SCOTT ST SW@WILKINS LN SW,33.748631,-84.494591
95130,900969,DEKALB AVE@DEGRESS AVE,33.75816,-84.351685
97162,900988,BOULDER PARK DR SW@DOLLAR MILL RD S,33.746424,-84.527491
99168,900989,MARTIN LUTHER KING J DR@MATHEWSON P,33.753077,-84.436274
99170,900990,MARTIN LUTHER KING J DR@WELLINGTON,33.752574,-84.437948
99172,900991,MARTIN LUTHER KING J DR SW@LAUREL A,33.751668,-84.44035
99174,900992,MARTIN LUTHER KING J DR@RACINE ST,33.75142,-84.441317
99190,900993,LARCHWOOD ST SW @ CAMFIELD CT SW,33.747394,-84.461016
99192,900994,LARCHWOOD ST SW @ AUTUMN LN SW,33.747395,-84.459495
97274,900995,BOULDER PARK DR@DOLLAR MILL RD,33.746187,-84.527345
98003,900997,BENJAMIN E MAYS DR@BRAEMAR AVE,33.736142,-84.495169
999761,901164,10TH ST@ARGONNE AVE,33.78178,-84.377587
999762,901165,10TH ST@JUNIPER ST,33.781777,-84.382427
999763,901166,10TH ST @ TAFT ST,33.781799,-84.373966
999772,116086,CHEROKEE AVE SE@BASS STREET SE,33.73486,-84.37335
999774,901167,WOODLAND AVE NE@1155,33.814682,-84.349964
999775,901168,WOODLAND AVE NE@1217,33.813957,-84.347505
999777,901170,WOODLAND AVE NE @ 1220,33.813787,-84.347179
95212,900974,BOULEVARD@OLD WHEAT ST,33.756034,-84.372228
98124,900975,MARTIN LUTHER KING J DR@LYNHURST D,33.750862,-84.488503
98134,900976,MARTIN LUTHER KING J DR SW@PEYTON P,33.754044,-84.478111
98136,900977,MARTIN LUTHER KING J DR SW@PEYTON P,33.753963,-84.476746
98138,900978,MARTIN LUTHER KING J DR SW@WESTLAND,33.753654,-84.474449
95024,901133,AUSTIN AVE@SINCLAIR AVE NE,33.762619,-84.355288
95032,901134,EUCLID AVE NE@MORELAND AVE,33.764827,-84.349486
95034,901135,MCLENDON AVE NE@ELMIRA PL NE,33.764651,-84.347012
99971297,211044,OLD NATIONAL HWY@HACKAMORE DR,33.581205,-84.469493
999759,901173,BRIARCLIFF RD NE@WILLOW LAKE DR,33.821307,-84.334679
999738,901174,JOHNSON RD@ZONOLITE RD,33.804651,-84.337984
999739,901175,E EXCHANGE PL @ 2082,33.844003,-84.242572
999742,772466,RAINBOW DR@KELLEY CHAPEL RD,33.707184,-84.224094
999844,165034,N DESERT DR@CAMP CREEK PKWY,33.6572,-84.49467
999851,153062,CLIFTON SPRINGS RD@BUNNY LN,33.69171,-84.29073
999852,153064,CLIFTON SPRINGS RD@BUNNY LN,33.69163,-84.29129
999853,154034,RIVER RD@KRISTA LN,33.674396,-84.249853
999904,122062,MYRTLE DR@1881,33.703798,-84.45515
999905,122124,DELOWE DR@ALISON CT,33.70087,-84.4574
999915,211333,N INDIAN CREEK DR@ROCKBRIDGE RD,33.785678,-84.236717
999916,900746,ROCKBRIDGE RD@S SUSAN CREEK DR,33.785812,-84.225515
999918,900748,FAIRBURN RD SW@MAYS XING SW,33.73286,-84.51016
999919,900749,FAIRBURN RD SW@MAYS XING SW,33.732959,-84.510258
99176,900934,MARTIN LUTHER KING J DR@GORDON TER,33.751007,-84.442749
99178,900935,MARTIN LUTHER KING J@1444,33.753383,-84.434937
99186,900936,BARFIELD AVE SW @ WINGATE ST SW,33.748888,-84.461715
99188,900937,BARFIELD AVE SW @ LARCHWOOD ST SW,33.747635,-84.461723
95048,901136,LAKE AVE NE@ELIZABETH ST NE,33.761697,-84.358246
95050,901137,LAKE AVE NE@HALE ST NE,33.760235,-84.359576
95054,901138,IRWIN ST NE@BOULEVARD NE,33.757843,-84.371796
98011,901139,DELMAR LN NW@2971,33.755423,-84.484473
98020,901140,MARTIN LUTHER KING J DR@STONEHURST,33.754318,-84.470518
98021,901141,MARTIN LUTHER KING @J DR SW@2500,33.752934,-84.469577
98024,901142,MARTIN LUTHER KING J DR@WESTLAND B,33.75378,-84.472702
98012,901144,HAMILTON E HOLMES DR NW@BURTON RD N,33.75566,-84.468178
98013,901145,DELMAR LN NW@3020,33.755577,-84.486245
98015,901146,DELMAR LN NW@3060,33.755661,-84.487219
95075,901360,RALPH MCGILL BLVD@FREEDOM PKY,33.767926,-84.359095
98040,901361,MARTIN LUTHER KING J DR@3136,33.751083,-84.48922
99202,900799,MARTIN LUTHER KING J DR SW@2001,33.749851,-84.450462
99214,900800,HAMILTON E HOLMES DR NW@BAKER RD NW,33.769062,-84.472473
99216,900801,HAMILTON E HOLMES DR NW@RENFRO DR N,33.768261,-84.471596
99217,900802,HAMILTON E HOLMES DR NW@RYNE ST NW,33.767579,-84.470259
99220,900803,HAMILTON E HOLMES DR@SANTA BARBARA,33.766739,-84.470451
92096,900804,JOSEPH E BOONE BLVD @ ELM ST NW,33.763226,-84.409096
92098,900805,JOSEPH E BOONE BLVD @ VINE ST NW,33.763245,-84.408005
92100,900806,JOSEPH E BOONE BLVD @ WALNUT ST NW,33.763226,-84.406586
92102,900807,JOSEPH E BOONE BLVD @ MAPLE ST NW,33.763229,-84.405609
92128,900809,C M ALEXANDER BLVD @ NORTHSIDE DR,33.768429,-84.405186
98120,900810,CUSHMAN CIR SW@BOULDER PARK DR SW,33.750553,-84.493752
66042,902068,BROWNTOWN RD NW@2741,33.80165,-84.477863
66044,902069,BROWNTOWN RD NW@2783,33.801514,-84.479364
88110,900939,REDAN RD @ S HAIRSTON RD,33.7618,-84.19593
88112,900940,REDAN RD @ MARTIN RD,33.760077,-84.177617
89002,900941,REDAN RD@DUSTIN CT,33.758205,-84.167526
89012,900942,REDAN RD@KEMPER PL,33.758049,-84.167862
90024,900943,NORTH AVE NE@PARKWAY DR NE,33.771277,-84.372648
94074,900946,RALPH MCGILL BLVD NE@PARKWAY DR NE,33.763687,-84.374039
94075,900947,RALPH MCGILL BLVD@BOULEVARD NE,33.763847,-84.372282
94076,900948,RALPH MCGILL BLVD NE@PARKWAY DR NE,33.76403,-84.373405
93073,901116,SPRING ST@HARRIS ST,33.760834,-84.388758
98072,901365,LYNHURST DR SW@ARDLEY RD SW,33.729412,-84.489677
98074,901366,LYNHURST DR SW@HAZELWOOD DR SW,33.727234,-84.488747
98076,901367,MARTIN LUTHER KING J DR@MIDDLETON,33.751826,-84.490845
98078,901368,MARTIN LUTHER KING J DR@HARWELL RD,33.752518,-84.492577
93182,901374,MARIETTA ST NW@SPRING ST NW,33.756897,-84.392443
93184,901375,MARIETTA ST NW@CONE ST NW,33.756379,-84.391888
98118,900779,WILKINS LN SW@CUSHMAN CIR SW,33.749031,-84.494049
93206,900780,PEACHTREE ST NE@RENAISSANCE PKY NE,33.76844,-84.385239
93208,900781,COURTLAND ST@ELLIS ST,33.7584,-84.384453
93210,900782,COURTLAND ST@JOHN WESLEY DOBBS AVE,33.75761,-84.384407
94140,901389,IRWIN ST NE@RANDOLPH ST NE,33.757442,-84.368148
94142,901390,IRWIN ST NE@HOWELL ST NE,33.757427,-84.370185
97242,900795,CASCADE RD@MANOR HILLS LN,33.729572,-84.524071
99194,900796,WYNNWOOD DR @ MARTIN L KING JR DR,33.750512,-84.458359
99196,900797,MARTIN LUTHER KING J DR@LARCHWOOD,33.749938,-84.456944
99200,900798,MARTIN LUTHER KING J DR SW@2035,33.749664,-84.452858
999673,120024,KIMBERLY RD@FAIRLY WAY,33.718582,-84.521362
999690,907823,LINDBERGH CENTER STATION,33.823698,-84.369248
999856,151034,REDFORD DR@NATHAM DR,33.687835,-84.356647
999857,132122,MILLER RD@PANOLA INDUSTRIAL BLVD,33.705001,-84.182192
999858,132124,MILLER RD@CHATOOGA DR,33.7025,-84.1839
999859,132126,MINOLA DR@MILLER RD,33.701064,-84.183818
999860,132128,MINOLA DR@5075,33.70107,-84.18125
999861,132130,MINOLA DR@5195,33.70107,-84.17863
93238,900786,PEACHTREE CENTER AVE@INTERNATIONAL,33.759454,-84.385856
96070,900788,FULTON INDUSTRIAL BLVD@SELIG DR,33.747105,-84.554489
96072,900789,FULTON INDUSTRIAL BLVD@BAKERS FERR,33.749977,-84.55101
96076,900790,FULTON INDUSTRIAL@JAMES ALDREDGE,33.752815,-84.548996
96088,900792,BOAT ROCK BLVD @ 6050,33.726347,-84.585972
96090,900793,FULTON INDUSTRIAL BLVD@ BAKERS FERR,33.730293,-84.571753
96092,900794,FULTON IND BLVD @ BAKERS FERRY RD,33.73007,-84.57343
99969878,900979,SOWELL ST @ RUFUS EVANS DR,33.790493,-84.282827
66046,902070,MALDO DR NW@BROWNTOWN RD NW,33.801899,-84.481069
67124,902072,HUFF RD NW@EARNEST ST NW,33.787997,-84.415458
69202,902073,CHESHIRE BRIDGE RD NE@WINDEMERE DR,33.80836,-84.36444
61206,902074,LAVISTA RD@2405,33.819852,-84.306364
61208,902075,LAVISTA RD@PINE FOREST DR,33.822129,-84.300165
61210,902076,LAVISTA RD @ OAK GROVE RD,33.824944,-84.292488
61224,902078,BRIARCLIFF RD@BRIARLYN CT,33.84202,-84.294871
62002,902079,LAWRENCEVILLE HWY @ VALLEY BROOK RD,33.814651,-84.268867
66062,902289,PERRY BLVD NW @ MCCALLIE BLVD NW,33.799485,-84.454983
66072,902290,AJAX DR@2208,33.799301,-84.459878
66074,902291,AJAX DR NW @ ADDISON PL,33.799701,-84.461989
66076,902292,AJAX DR NW @ ABNER TER NW,33.800094,-84.462294
999823,901339,LAWRENCEVILLE HWY @ OLD NORCROSS RD,33.857306,-84.206025
97222,901340,PLAINVILLE DR@PLAINVILLE TRL,33.741661,-84.521004
99126,901341,ANDERSON AVE SW @ PENELOPE RD NW,33.75373,-84.445982
99128,901342,ANDERSON AVE SW@25,33.754677,-84.445793
99138,901343,BEECHER ST@WATERS DR,33.733861,-84.443634
99142,901344,PENELOPE RD NW@ANDERSON AVE SW,33.753783,-84.446177
97230,900754,PLAINVILLE CIR@PLAINVILLE DR,33.74004,-84.519562
99228,901188,HAMILTON E HOLMES DR NW@GODFREY DR,33.759597,-84.469538
99230,901189,HAMILTON E HOLMES DR NW@BURTON RD N,33.755787,-84.468742
99246,901190,MARTIN LUTHER KING J DR SW@2085,33.749951,-84.455194
99248,901191,MARTIN LUTHER KING J DR@WILLIS MIL,33.751492,-84.466774
87016,900840,HOLCOMBE RD@REDAN RD,33.764893,-84.234253
87018,900841,REDAN RD@HOLCOMBE RD,33.763287,-84.233467
98152,901013,LYNHURST DR SW@RABUN DR SW,33.741245,-84.491852
86176,901014,CLARENDON AVE @ CHESTNUT ST,33.783169,-84.263657
86178,901015,CLARENDON AVE@CHESTNUT ST,33.783109,-84.263212
98142,901016,LYNHURST DR@MARTIN LUTHER KING J DR,33.75061,-84.488503
98144,901017,LYNHURST DR@155,33.748913,-84.489021
98146,901018,LYNHURST DR SW@LYNHURST CIR SW,33.747074,-84.489594
98148,901019,LYNHURST DR SW@REBECCA DR SW,33.745541,-84.490067
86179,901020,NORTHERN AVE@189,33.778103,-84.243919
86180,901021,NORTHERN AVE@195,33.780334,-84.244972
86182,901022,NORTHERN AVE@251,33.78131,-84.24608
86184,901023,NORTHERN AVE@281,33.781784,-84.247375
86186,901024,NORTHERN AVE@ROCKBRIDGE RD,33.782864,-84.248428
86196,901025,NORTHERN AVE@258,33.78128,-84.24707
86198,901026,NORTHERN AVE@194,33.78016,-84.24532
999797,901243,17TH ST NW @ ATLANTIC DR NW,33.791346,-84.397433
999809,136086,ASTOR AVE@ARROW ST,33.701545,-84.426042
999810,136084,ASTOR AVE@ARROW ST,33.701482,-84.426128
999792,901244,WINN WAY @ 440,33.788173,-84.279348
999811,901245,DUNWOODY PARK@DUNWOODY PARK SOUTH,33.92404,-84.311311
999867,132142,W FAIRINGTON PKWY@BUCKINGHAM WAY,33.69913,-84.16653
999874,133074,HILLANDALE DR@JW WILLIAMS SR LN,33.705017,-84.166971
999875,133162,HILLANDALE DR@5850,33.70372,-84.15021
999876,133164,HILLANDALE DR@CONCEPTS 21 DR,33.70367,-84.15965
999877,133166,HILLANDALE DR@PANOLA RD,33.70698,-84.16881
999879,134048,HILLANDALE DR@6136,33.7058,-84.1404
98126,900880,MARTIN LUTHER KING J DR SW@3050,33.752407,-84.486206
99970836,210600,PRYOR RD SW @ ST JOHNS AVE SW,33.701377,-84.399001
99970837,210601,BROWNS MILL RD@HARPER RD,33.696834,-84.373815
95016,901044,MORELAND AVE@AUSTIN AVE,33.76185,-84.34938
95017,901045,MORELAND AVE SE@KIRKWOOD AVE SE,33.74994,-84.34939
95018,901046,LAKE AVE NE@ASHLAND AVE,33.75929,-84.360989
95019,901047,MORELAND AVE SE@MEMORIAL DR SE,33.747743,-84.349415
95036,901048,MCLENDON AVE@EUCLID TER NE,33.765097,-84.346833
95038,901049,MCLENDON AVE NE@MORELAND AVE NE,33.765164,-84.348851
95040,901050,EUCLID AVE NE@COLQUITT AVE,33.764486,-84.350718
95042,901051,EUCLID AVE NE@WASHITA AVE NE,33.763458,-84.352171
98004,901052,DELMAR LN NW@LINKWOOD RD NW,33.754863,-84.482101
99250,901192,MARTIN LUTHER KING J DR@WILSON AVE,33.750377,-84.456898
94146,901391,BOULEVARD@BOULEVARD PL,33.769695,-84.371704
97214,901393,BOULDER PARK DR SW@WILSON MILL RD S,33.747298,-84.519178
97215,901394,BOULDER PARK DR@4230,33.746056,-84.525423
97216,901395,BOULDER PARK DR@4104,33.747414,-84.522026
97218,901396,PLAINVILLE DR@658,33.742653,-84.521095
99130,901397,WATERBURY DR NW @ 56,33.755152,-84.447451
99132,901398,WATERBURY DR @ ANDERSON AVE SW,33.75515,-84.448734
99134,901399,VERBENA ST NW@WADLEY ST NW,33.755086,-84.458279
99136,901400,VERBENA ST NW@LAMAR AVE NW,33.755085,-84.459203
99150,901401,PENELOPE ST NW@AARON ST NW,33.75273,-84.451492
98070,901402,LYNHURST DR SW@SPREADING OAK DR SW,33.730621,-84.489441
98071,901403,LYNHURST DR@BENJAMIN E MAYS DR,33.732253,-84.489264
98080,901404,MARTIN LUTHER KING J DR@3285,33.753319,-84.494598
98160,901209,LYNHURST DR@MARTIN LUTHER KING J DR,33.751171,-84.487732
98170,901210,LYNHURST DR SW@RABUN DR SW,33.740921,-84.491295
98172,901211,LYNHURST DR SW@LYNN CIR SW,33.739456,-84.49025
98174,901212,LYNHURST DR SW@LYNN DR SW,33.73634,-84.48893
98176,901213,LYNHURST DR SW@BENJAMIN E MAYS DR S,33.733101,-84.488754
86213,901215,MEMORIAL DR@MIDWAY RD,33.755982,-84.265652
86214,901216,MEMORIAL DR@BEECH DR,33.758152,-84.262817
86216,901217,MEMORIAL DR@BOBBIE LN,33.758413,-84.262797
98178,901218,PEYTON PL@MARTIN LUTHER KING J DR,33.752632,-84.476631
98180,901219,PEYTON PL SW@MARTIN LUTHER KING J D,33.75264,-84.47626
98182,901220,PEYTON PL SW@99,33.751122,-84.476349
64042,901433,PONCE DE LEON AVE@STONE RIDGE DR,33.823933,-84.190669
66598,901434,HIGHTOWER RD@HOLLYWOOD RD,33.79272,-84.469332
66602,901435,PERRY BLVD @ 2265,33.805605,-84.464197
92130,900851,C M ALEXANDER BLVD NW @ WALNUT ST,33.768261,-84.406197
92132,900852,C M ALEXANDER BLVD @ WALNUT ST NW,33.768212,-84.406262
94164,900854,JOHN WESLEY DOBBS AVE@JACKSON ST,33.75908,-84.373781
94166,900855,JACKSON ST@JOHN WESLEY DOBBS AVE,33.758602,-84.374068
95010,900859,MORELAND AVE@WADE ST,33.756351,-84.34932
95011,900860,MORELAND AVE NE@HARDEE ST NE,33.755554,-84.34942
97246,900861,CASCADE RD@4375,33.734256,-84.532266
98006,901053,DELMAR LN NW@2971,33.755126,-84.484423
98008,901054,DELMAR LN NW@3040,33.75507,-84.486061
98010,901055,LINKWOOD RD NW@DELMAR LN NW,33.755295,-84.482157
99272,901056,WESTVIEW DR SW@WESTVIEW PL SW,33.747334,-84.434311
93001,901264,PEACHTREE ST SW@ALABAMA ST SW,33.753383,-84.391151
93002,901265,PEACHTREE ST @ MARTIN L KING JR DR,33.752073,-84.3922
95063,901266,MORELAND AVE NE@201,33.761744,-84.349064
95069,901269,RALPH MCGILL BLVD@ASHLEY AVE,33.766229,-84.363483
95076,901270,FREEDOM PKY NE@RALPH MCGILL BLVD,33.768465,-84.358642
95078,901271,FREEDOM PKY NE@HIGHLAND AVE NE,33.766485,-84.35493
98082,901405,MARTIN LUTHER KING J DR@TREADWELL,33.754318,-84.496933
98122,900811,MARTIN LUTHER KING J DR@BOULDER PA,33.750839,-84.490181
98108,900812,SCOTT ST SW@BROWNLEE RD SW,33.746391,-84.496895
98110,900813,SCOTT ST SW@311,33.74609,-84.49601
98112,900814,SCOTT ST SW@309,33.746029,-84.494644
98114,900815,SCOTT ST SW@308,33.74783,-84.494149
86140,900816,CLARENDON AVE@LAREDO DR,33.77702,-84.26697
86142,900817,CLARENDON AVE@LAREDO DR,33.778797,-84.265801
86144,900818,CLARENDON AVE@OLD ROCKBRIDGE RD,33.77957,-84.26453
86146,900819,CLARENDON AVE@ROCKBRIDGE RD,33.78117,-84.263184
93033,900824,CENTENNIAL OLYM PK @ MERRITTS AVE,33.769125,-84.392359
86208,901221,MEMORIAL DR@BEECH DR,33.758472,-84.262848
86218,901222,MEMORIAL DR @ 3850,33.760445,-84.260231
98208,901421,NATHAN RD SW@BROWNLEE PL SW,33.753761,-84.502052
98210,901422,NATHAN RD SW@BOULDER PARK DR,33.751701,-84.5019
98212,901423,NATHAN RD SW@BOULDER PARK DR SW,33.750042,-84.502182
86580,901424,COVINGTON DR@MEMORIAL DR,33.762581,-84.257879
86584,901426,MEMORIAL DR @ KENSINGTON RD,33.772229,-84.249431
98184,901428,PEYTON PL SW@99,33.751038,-84.475922
86568,901429,PEACHCREST RD@COLUMBIA TRCE,33.744291,-84.253273
86570,901430,COLUMBIA DR@ELGIN DR,33.736199,-84.252243
86578,901431,MEMORIAL DR@3982,33.766168,-84.253973
999862,132132,MINOLA DR@5215,33.70107,-84.17622
999863,132134,MINOLA DR@PANOLA RD,33.70094,-84.17225
97250,900863,DOLLAR MILL RD@396,33.743798,-84.526355
97252,900864,WILDWOOD LAKE DR@PLAINVILLE DR,33.743537,-84.51886
99204,900865,MARTIN LUTHER KING J DR SW@1991,33.749912,-84.449013
88106,901028,REDAN RD @ MAINSTREET VALLEY DR,33.759822,-84.190293
89004,901029,REDAN RD@REDAN STA,33.759876,-84.170624
89006,901030,REDAN RD@PERRY WAY,33.76008,-84.172387
89008,901031,REDAN RD@PERRY WAY,33.75959,-84.172501
89010,901032,REDAN RD@REDAN STA,33.759541,-84.170761
94072,901036,RALPH MCGILL BLVD NE@FELTON DR NE,33.764053,-84.375465
94078,901037,RALPH MCGILL BLVD NE@BOULEVARD NE,33.764093,-84.371599
94080,901038,RALPH MCGILL BLVD NE@530,33.763931,-84.369492
95080,901272,FREEDOM PKY NE@CARTER CENTER ENTR,33.76878,-84.354698
98036,901273,MARTIN LUTHER KING J DR@2950,33.753958,-84.484999
98038,901274,MARTIN LUTHER KING J DR@LYNHURST D,33.75161,-84.488098
86080,901275,COVINGTON HWY@DOVE VALLEY RD,33.76044,-84.24284
86222,901276,KENSINGTON RD@3560,33.771332,-84.242876
98088,900683,MARTIN LUTHER KING J DR@HARWELL RD,33.752018,-84.492638
98090,900684,MARTIN LUTHER KING J DR@MIDDLETON R,33.751583,-84.491615
86900,900686,KENSINGTON STATION,33.772472,-84.252236
87002,900687,KENSINGTON RD@3560,33.771048,-84.243632
87010,900688,KENSINGTON RD@KENSINGTON CT,33.769382,-84.235901
93202,900689,PEACHTREE ST@RALPH MCGILL BLVD,33.764716,-84.385455
93204,900690,PEACHTREE ST@PINE ST NE,33.76722,-84.385315
93216,900691,PEACHTREE CENTER AVE@ELLIS ST,33.758148,-84.38604
98214,900826,BROWNLEE RD SW@BROWNLEE PL SW,33.754241,-84.500796
99262,900998,MARTIN LUTHER KING J DR@FAIRFIELD,33.752544,-84.46281
99264,900999,MARTIN LUTHER KING J DR@FLORIDA AV,33.752286,-84.464275
99266,901000,MARTIN LUTHER KING J@HAMILTON E,33.751826,-84.466808
99268,901001,MARTIN LUTHER KING J DR SW@BARFIELD,33.751932,-84.462116
99278,901002,MATHEWSON PL SW@MIMS ST SW,33.749486,-84.436115
99280,901003,MIMS ST SW@MATHEWSON PL SW,33.749551,-84.436544
99282,901004,MIMS ST SW@WELLINGTON ST SW,33.749576,-84.43804
99284,901005,MIMS ST SW@WELLINGTON ST SW,33.749833,-84.437966
92144,901006,C M ALEXANDER BLVD @ SUNSET AVE NW,33.7682,-84.410133
92146,901007,C M ALEXANDER BLVD @ GRIFFIN ST NW,33.768192,-84.411156
92148,901008,C M ALEXANDER BLVD @ GRIFFIN ST NW,33.768036,-84.411362
92150,901009,C M ALEXANDER BLVD @ J P BRAWLEY DR,33.768059,-84.412766
999922,900844,17TH ST@STATE ST,33.79113,-84.398803
999923,900845,17TH ST@MARKET ST,33.791088,-84.395018
99971082,210842,BROWNS MILL RD@CLEVELAND AVE,33.681397,-84.384308
999928,900848,BOLTON RD@BOLFAIR DR,33.777101,-84.501652
99971083,210843,BENJAMIN E MAYS DR@3450,33.732387,-84.503866
94082,901039,RALPH MCGILL BLVD NE@GLEN IRIS DR N,33.763691,-84.367928
94084,901040,RALPH MCGILL BLVD NE@GLEN IRIS DR N,33.763935,-84.367622
94092,901041,RALPH MCGILL BLVD NE@697,33.764637,-84.365021
92160,901042,MARIETTA ST NW@584,33.769363,-84.39899
999812,901246,TILLY MILL RD@COLDSTREAM DR,33.936742,-84.289145
99258,901248,BARFIELD AVE @ M L KING JR DR,33.751645,-84.461676
93220,900692,PEACHTREE CENTER AVE@HARRIS ST,33.760765,-84.385887
93230,900693,MARIETTA ST @ PARKER ST,33.765748,-84.397512
96063,900695,FULTON INDUSTRIAL BLVD@WESTGATE DR,33.741953,-84.564133
96064,900696,FULTON INDUSTRIAL BLVD@WESTGATE DR,33.741692,-84.563446
96066,900697,FULTON INDUSTRIAL BLVD@TULANE DR,33.743858,-84.562447
99971006,210774,SWALLOW CIR@JAY PL,33.693659,-84.387055
87020,900881,REDAN RD@SAGEHILL DR,33.76321,-84.228027
87030,900882,REDAN RD@SHARONTON WAY,33.762539,-84.211197
87032,900883,REDAN RD@ALLGOOD RD,33.763277,-84.209637
87034,900884,REDAN RD@ALLGOOD RD,33.7634,-84.20962
87036,900885,REDAN RD@SHARONTON WAY,33.76305,-84.210876
92158,901010,NORTH AVE NW @ NORTH YARDS DR NW,33.770022,-84.403013
98140,901011,MARTIN LUTHER KING J DR SW@WESTLAND,33.753036,-84.472237
98150,901012,LYNHURST DR SW@IVAN HILL DR SW,33.743191,-84.491394
98028,901193,MARTIN LUTHER KING J DR SW@PEYTON P,33.754337,-84.476135
98030,901194,MARTIN LUTHER KING J DR SW@2756,33.754597,-84.477567
98032,901195,MARTIN LUTHER KING J DR@2800,33.754456,-84.479767
98034,901196,MARTIN LUTHER KING J DR@LINKWOOD R,33.75469,-84.48149
86084,901197,ARCADIA AVE @ DEKALB INDUSTRIAL WAY,33.782303,-84.277328
86085,901198,ARCADIA AVE @ WINN WAY,33.779693,-84.278907
86088,901199,COLLEGE AVE@LIVINGSTON PL,33.774869,-84.277001
86090,901200,COLLEGE AVE@TWIN OAKS DR,33.775044,-84.274619
86102,901201,MEMORIAL DR @ MOUNTAIN DR,33.774452,-84.247414
86078,901202,COVINGTON HWY@CANAL ST,33.759942,-84.242209
86104,901203,MEMORIAL DR @ CAMP RD,33.776679,-84.244165
86106,901204,CARTER RD@MIDWAY RD,33.756077,-84.275673
999544,907766,NORTH SPRINGS STATION,33.945415,-84.357395
999549,907775,LINDBERGH CENTER STATION,33.823698,-84.369248
58026,900667,PEACHTREE RD NW@PEACHTREE WAY NE,33.827708,-84.387506
58028,900668,PEACHTREE RD NW@MUSCOGEE AVE NW,33.824795,-84.387764
58038,900669,PEACHTREE RD@PEACHTREE MEMORIAL DR,33.816357,-84.390526
95086,900675,DEKALB AVE NE@JOSEPHINE ST NE,33.760468,-84.348153
95088,900676,DEKALB AVE NE@JOSEPHINE ST NE,33.76054,-84.348099
95098,900677,HIGHLAND AVE NE@FREEDOM PKY NE,33.769138,-84.352753
86202,901058,MEMORIAL DR@COVINGTON DR,33.762547,-84.258293
93074,901059,SPRING ST NW@BAKER ST NW,33.762207,-84.388838
93078,901060,RALPH DAVID ABERNATH BLVD@CENTRAL A,33.736936,-84.393252
93100,901063,COURTLAND ST NE@INTERNATIONAL BLVD,33.759712,-84.38443
92198,901207,SIMPSON ST@NORTHSIDE DR,33.763606,-84.40265
98084,901406,M L KING J DR @ BROWNLEE RD,33.754848,-84.498146
86112,901407,COLUMBIA DR@WALKER DR,33.758176,-84.273051
86122,901408,MEMORIAL DR @ MOUNTAIN DR,33.774417,-84.247734
86123,901409,MEMORIAL DR@COVINGTON HWY,33.766958,-84.252892
86134,901412,N AVONDALE RD@LOCUST ST,33.775585,-84.271367
86136,901413,N AVONDALE RD@PINE ST,33.775355,-84.272846
86138,901414,COLLEGE AVE@OLIVE ST,33.775227,-84.274712
93006,901415,PEACHTREE ST NE@PINE ST NE,33.767635,-84.385628
98194,901417,PEYTON RD SW@294,33.74733,-84.476646
99971088,210852,SURREY TRL@MONTILLY CIR,33.602285,-84.466092
101156,101156,NORTHSIDE DR SW @ MITCHELL ST SW,33.753946,-84.403147
101166,101166,NORTHSIDE DR SW @ NELSON ST SW,33.750033,-84.403535
106090,106090,CANDLER RD@DAWES AVE,33.742168,-84.289925
107267,107267,SNAPFINGER RD@OREGON TRL,33.732334,-84.244522
107276,107276,COLUMBIA DR@CANARY CT,33.748561,-84.262963
107278,107278,COLUMBIA DR@SANTA MONICA DR,33.745033,-84.260864
107280,107280,COLUMBIA DR@DERRILL DR,33.743622,-84.25872
107281,107281,COLUMBIA DR@COLUMBIA PL,33.741922,-84.255004
107292,107292,SNAPFINGER RD@GLEN ECHO DR,33.731766,-84.243561
107294,107294,MEMORIAL DR@COLUMBIA DR,33.755371,-84.267212
62067,902496,MONTREAL RD@KENNERSLY CLOSE,33.831758,-84.258838
62072,902497,MONTREAL RD@MONTREAL INDUSTRIAL,33.839685,-84.257095
62074,902498,MONTREAL RD@LAVISTA RD,33.843074,-84.257098
62076,902499,MONTREAL RD @ 1468,33.826315,-84.250532
62078,902500,MONTREAL RD @ 1200,33.820382,-84.249734
62088,902501,LAVISTA RD@LAVISTA WAY,33.834614,-84.271217
62090,902502,LAVISTA RD@CEDAR CANYON DR,33.837124,-84.26963
62108,902560,LAVISTA RD @ CHESTERFIELD DR,33.840321,-84.266533
62110,902561,LAVISTA RD @ CEDAR CANYON DR,33.837471,-84.269951
62112,902562,LAVISTA RD @ FAIR OAKS RD,33.833851,-84.272537
62222,902563,LAVISTA RD @ HOLLIDON RD,33.840984,-84.264174
62224,902564,LAVISTA RD @ BRIARLAKE RD,33.839541,-84.268188
66324,902567,HOLLYWOOD RD NW@SAINT PAUL AVE NW,33.789761,-84.466354
107126,107126,GLENWOOD RD @ RIDGELAND DR,33.73796,-84.26524
107128,107128,GLENWOOD RD @ GLENDALE DR,33.737911,-84.263618
102296,102296,FORSYTH ST SW@MITCHELL ST SW,33.751385,-84.394394
105210,105210,MEMORIAL DR SE@TRENTON ST SE,33.747383,-84.346092
105212,105212,MEMORIAL DR SE@HAAS AVE SE,33.747318,-84.344536
