route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7729,2,2139775,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139776,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139715,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139716,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139717,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139718,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139719,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139720,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139721,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139722,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139723,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139724,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139725,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139758,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139777,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139768,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139738,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139751,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139752,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139753,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139754,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139755,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139756,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139783,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139784,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139785,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139786,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139787,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139788,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139789,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139739,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139740,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139741,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139742,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139743,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139744,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139745,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139746,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139747,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139748,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139749,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139726,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139769,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139790,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139770,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139771,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139772,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139773,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139774,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139778,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139779,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139780,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139781,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139782,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139727,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139728,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139729,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139730,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139731,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139732,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139733,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139734,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139735,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139736,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139737,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139750,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139714,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139762,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139759,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139760,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139761,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139763,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139764,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139765,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139766,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139767,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139792,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829129,49525
7729,2,2139791,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829130,49525
7729,2,2139793,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829131,49525
7729,2,2139794,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829132,49525
7729,2,2139795,BLUE EASTBOUND TO INDIAN CREEK STATION,0,829133,49525
7729,2,2139822,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139823,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139824,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139859,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139809,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139810,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139811,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139812,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139813,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139814,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139815,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139816,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139817,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139818,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139819,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139827,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139850,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139851,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139852,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139853,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139854,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139855,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139856,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139857,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139858,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139826,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139796,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139797,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139872,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139873,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139848,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139798,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139799,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139825,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139828,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139829,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139830,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139831,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139832,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139833,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139834,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139835,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139836,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139837,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139838,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139849,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
7729,2,2139847,BLUE WESTBOUND TO H E HOLMES STATION,1,829132,49536
7729,2,2139803,BLUE WESTBOUND TO H E HOLMES STATION,1,829133,49536
7729,2,2139804,BLUE WESTBOUND TO H E HOLMES STATION,1,829129,49536
7729,2,2139805,BLUE WESTBOUND TO H E HOLMES STATION,1,829130,49536
7729,2,2139806,BLUE WESTBOUND TO H E HOLMES STATION,1,829131,49536
