35134,35134,ROSWELL RD NE@7070,33.948387,-84.371056
35135,35135,ROSWELL RD NE@7100,33.949764,-84.369957
35144,35144,ROSWELL RD @ SUNNY BROOK LN,33.938257,-84.377388
35146,35146,ROSWELL RD@ABERNATHY RD,33.937416,-84.37791
35900,35900,NORTH SPRINGS STATION,33.945416,-84.357235
36002,36002,ASHFORD DUNWOODY RD@ASHFORD PKY,33.934098,-84.33758
36003,36003,ASHFORD DUNWOODY RD@ASHFORD CENTER,33.938904,-84.337897
36004,36004,ASHFORD DUNWOODY RD@VALLEY VIEW RD,33.936,-84.33766
36005,36005,ASHFORD DUNWOODY RD @ ASHFORD CENTER PKY,33.93902,-84.33830999999999
36006,36006,ASHFORD DUNWOODY RD@ASHFORD CTR N,33.94132,-84.33815899999999
36038,36038,CHAMBLEE DUNWOODY RD @ MT VERNON RD,33.94609,-84.334411
36040,36040,CHAMBLEE DUNWOODY RD @ NANDINA LN,33.947691999999996,-84.335512
