7634,2,4125938,Route 1- Coronet Way,0,231990,87792
7634,2,4161130,Route 1- Five Points Station,1,231990,87773
7634,2,4155325,Route 1- Coronet Way,0,231990,87792
7634,2,4134507,Route 1- Five Points Station,1,231990,87773
7634,2,4125939,Route 1- Five Points Station,1,232087,87773
7634,2,4134510,Route 1- Coronet Way,0,232087,87792
7634,2,4144072,Route 1- Five Points Station,1,232087,87773
7634,2,4153733,Route 1- Five Points Station,1,231990,87773
7634,2,4147432,Route 1- Five Points Station,1,231990,87773
7634,2,4158984,Route 1- Coronet Way,0,232087,87792
7634,2,4162561,Route 1- Five Points Station,1,231990,87773
7634,2,4129025,Route 1- Five Points Station,1,231990,87773
7634,2,4137554,Route 1- Five Points Station,1,231990,87773
7634,2,4168623,Route 1- Five Points Station,1,231990,87773
7634,2,4134513,Route 1- Coronet Way,0,232087,87792
7634,2,4166334,Route 1- Five Points Station,1,231990,87773
7634,2,4158226,Route 1- Five Points Station,1,232087,87773
7634,2,4154690,Route 1- Five Points Station,1,232087,87773
7634,2,4147433,Route 1- Coronet Way,0,231990,87792
7634,2,4168626,Route 1- Coronet Way,0,231990,87792
7634,2,4134509,Route 1- Five Points Station,1,232087,87773
7634,2,4147434,Route 1- Coronet Way,0,232087,87792
7634,2,4154689,Route 1- Coronet Way,0,231990,87792
7634,2,4139449,Route 1- Five Points Station,1,231990,87773
7634,2,4147431,Route 1- Five Points Station,1,231990,87773
7634,2,4137809,Route 1- Five Points Station,1,232087,87773
7634,2,4133659,Route 1- Coronet Way,0,232087,87792
7634,2,4153734,Route 1- Coronet Way,0,232087,87792
7634,2,4167002,Route 1- Coronet Way,0,231990,87792
7634,2,4134508,Route 1- Five Points Station,1,232087,87773
7634,2,4144070,Route 1- Five Points Station,1,231990,87773
7634,2,4147435,Route 1- Coronet Way,0,232087,87792
7634,2,4131245,Route 1- Coronet Way,0,232087,87792
7634,2,4131244,Route 1- Coronet Way,0,231990,87792
7634,2,4144071,Route 1- Coronet Way,0,231990,87792
7634,2,4144073,Route 1- Five Points Station,1,232087,87773
7634,2,4158983,Route 1- Five Points Station,1,232087,87773
7634,2,4158225,Route 1- Coronet Way,0,231990,87792
7634,2,4147436,Route 1- Coronet Way,0,232087,87792
7634,2,4137808,Route 1- Coronet Way,0,231990,87792
7634,2,4131243,Route 1- Five Points Station,1,231990,87773
7634,2,4161125,Route 1- Coronet Way,0,232087,87792
7634,2,4134512,Route 1- Coronet Way,0,232087,87792
7634,2,4134511,Route 1- Five Points Station,1,232087,87773
7634,2,4159864,Route 1- Coronet Way,0,232087,87792
7634,2,4158982,Route 1- Coronet Way,0,231990,87792
7634,2,4133658,Route 1- Coronet Way,0,231990,87792
7634,2,4167688,Route 1- Five Points Station,1,232087,87773
7634,2,4131246,Route 1- Five Points Station,1,232087,87773
7634,2,4156360,Route 1- Coronet Way,0,231990,87792
7634,3,4166817,Route 1- Coronet Way,0,233775,87792
7634,3,4157058,Route 1- Five Points Station,1,233775,87773
7634,3,4162959,Route 1- Five Points Station,1,232283,87773
7634,3,4145936,Route 1- Five Points Station,1,233775,87773
7634,3,4134770,Route 1- Five Points Station,1,232283,87773
7634,3,4157746,Route 1- Five Points Station,1,233775,87773
7634,3,4158639,Route 1- Coronet Way,0,233775,87792
7634,3,4168895,Route 1- Five Points Station,1,232283,87773
7634,3,4145932,Route 1- Coronet Way,0,232283,87792
7634,3,4126307,Route 1- Coronet Way,0,232283,87792
7634,3,4154802,Route 1- Five Points Station,1,232283,87773
7634,3,4142112,Route 1- Coronet Way,0,233775,87792
7634,3,4154803,Route 1- Coronet Way,0,233775,87792
7634,3,4163338,Route 1- Coronet Way,0,232283,87792
7634,3,4159217,Route 1- Five Points Station,1,232283,87773
7634,3,4138644,Route 1- Coronet Way,0,233775,87792
7634,3,4148742,Route 1- Coronet Way,0,233775,87792
7634,3,4157076,Route 1- Coronet Way,0,232283,87792
7634,3,4145933,Route 1- Coronet Way,0,232283,87792
7634,3,4134772,Route 1- Five Points Station,1,233775,87773
7634,3,4138645,Route 1- Five Points Station,1,233775,87773
7634,3,4138641,Route 1- Five Points Station,1,232283,87773
7634,3,4142111,Route 1- Five Points Station,1,233775,87773
7634,3,4161630,Route 1- Coronet Way,0,233775,87792
7634,3,4157077,Route 1- Five Points Station,1,232283,87773
7634,3,4142110,Route 1- Five Points Station,1,232283,87773
7634,3,4134771,Route 1- Coronet Way,0,233775,87792
7634,3,4128776,Route 1- Coronet Way,0,232283,87792
7634,3,4168306,Route 1- Coronet Way,0,232283,87792
