7634,3,4855195,Route 1- Coronet Way,0,269732,94468
7634,3,4858752,Route 1- Coronet Way,0,269732,94468
7634,3,4876677,Route 1- Coronet Way,0,269732,94468
7634,3,4868300,Route 1- Five Points Station,1,269731,94419
7634,3,4871798,Route 1- Five Points Station,1,269731,94419
7634,3,4883272,Route 1- Coronet Way,0,269732,94468
7634,3,4882091,Route 1- Coronet Way,0,269731,94468
7634,3,4868301,Route 1- Five Points Station,1,269732,94419
7634,3,4871799,Route 1- Five Points Station,1,269732,94419
7634,3,4876649,Route 1- Five Points Station,1,269732,94419
7634,3,4868308,Route 1- Coronet Way,0,269731,94468
7634,3,4863759,Route 1- Five Points Station,1,269732,94419
7634,3,4866197,Route 1- Five Points Station,1,269731,94419
7634,3,4855213,Route 1- Coronet Way,0,269731,94468
7634,3,4864751,Route 1- Coronet Way,0,269731,94468
7634,3,4884227,Route 1- Coronet Way,0,269731,94468
7634,3,4855186,Route 1- Five Points Station,1,269731,94419
7634,3,4884413,Route 1- Five Points Station,1,269731,94419
7634,3,4859014,Route 1- Coronet Way,0,269732,94468
7634,3,4880436,Route 1- Coronet Way,0,269732,94468
7634,3,4876678,Route 1- Coronet Way,0,269732,94468
7634,3,4851955,Route 1- Coronet Way,0,269731,94468
7634,3,4864752,Route 1- Coronet Way,0,269731,94468
7634,3,4851940,Route 1- Five Points Station,1,269732,94419
7634,3,4851990,Route 1- Coronet Way,0,269731,94468
7634,3,4881940,Route 1- Coronet Way,0,269732,94468
7634,3,4851938,Route 1- Five Points Station,1,269731,94419
7634,3,4851989,Route 1- Five Points Station,1,269731,94419
7634,3,4884228,Route 1- Coronet Way,0,269731,94468
7634,3,4863767,Route 1- Five Points Station,1,269732,94419
7634,3,4855185,Route 1- Five Points Station,1,269732,94419
7634,3,4882090,Route 1- Five Points Station,1,269732,94419
7634,3,4885002,Route 1- Coronet Way,0,269732,94468
7634,3,4864753,Route 1- Coronet Way,0,269732,94468
7634,3,4873061,Route 1- Five Points Station,1,269731,94419
7634,3,4879925,Route 1- Five Points Station,1,269732,94419
7634,3,4868307,Route 1- Five Points Station,1,269732,94419
7634,3,4858734,Route 1- Five Points Station,1,269732,94419
7634,3,4866213,Route 1- Coronet Way,0,269732,94468
