7634,2,4203207,Route 1- Five Points Station,1,235649,88270
7634,2,4180450,Route 1- Coronet Way,0,235649,88253
7634,2,4170300,Route 1- Five Points Station,1,235696,88270
7634,2,4204651,Route 1- Five Points Station,1,235649,88270
7634,2,4175651,Route 1- Five Points Station,1,235696,88270
7634,2,4211234,Route 1- Coronet Way,0,235696,88253
7634,2,4187843,Route 1- Coronet Way,0,235696,88253
7634,2,4170299,Route 1- Five Points Station,1,235649,88270
7634,2,4185105,Route 1- Five Points Station,1,235649,88270
7634,2,4187844,Route 1- Coronet Way,0,235696,88253
7634,2,4180453,Route 1- Coronet Way,0,235696,88253
7634,2,4208863,Route 1- Five Points Station,1,235696,88270
7634,2,4175662,Route 1- Coronet Way,0,235649,88253
7634,2,4170309,Route 1- Coronet Way,0,235696,88253
7634,2,4185106,Route 1- Five Points Station,1,235696,88270
7634,2,4193049,Route 1- Five Points Station,1,235649,88270
7634,2,4209813,Route 1- Coronet Way,0,235649,88253
7634,2,4175652,Route 1- Five Points Station,1,235696,88270
7634,2,4203039,Route 1- Coronet Way,0,235649,88253
7634,2,4172780,Route 1- Five Points Station,1,235696,88270
7634,2,4178424,Route 1- Coronet Way,0,235696,88253
7634,2,4190858,Route 1- Five Points Station,1,235649,88270
7634,2,4172781,Route 1- Five Points Station,1,235696,88270
7634,2,4211227,Route 1- Five Points Station,1,235696,88270
7634,2,4209805,Route 1- Five Points Station,1,235696,88270
7634,2,4209804,Route 1- Five Points Station,1,235696,88270
7634,2,4180451,Route 1- Coronet Way,0,235649,88253
7634,2,4178412,Route 1- Five Points Station,1,235649,88270
7634,2,4211933,Route 1- Coronet Way,0,235649,88253
7634,2,4204332,Route 1- Coronet Way,0,235696,88253
7634,2,4178413,Route 1- Five Points Station,1,235649,88270
7634,2,4175661,Route 1- Coronet Way,0,235649,88253
7634,2,4185115,Route 1- Coronet Way,0,235696,88253
7634,2,4204657,Route 1- Coronet Way,0,235649,88253
7634,2,4180428,Route 1- Five Points Station,1,235649,88270
7634,2,4187067,Route 1- Coronet Way,0,235649,88253
7634,2,4200742,Route 1- Coronet Way,0,235696,88253
7634,2,4178415,Route 1- Five Points Station,1,235696,88270
7634,2,4172793,Route 1- Coronet Way,0,235696,88253
7634,2,4211926,Route 1- Five Points Station,1,235649,88270
7634,2,4178414,Route 1- Five Points Station,1,235649,88270
7634,2,4180452,Route 1- Coronet Way,0,235649,88253
7634,2,4200741,Route 1- Coronet Way,0,235696,88253
7634,2,4204329,Route 1- Five Points Station,1,235696,88270
7634,2,4180449,Route 1- Coronet Way,0,235649,88253
7634,2,4170310,Route 1- Coronet Way,0,235696,88253
7634,2,4208864,Route 1- Five Points Station,1,235696,88270
7634,2,4195998,Route 1- Coronet Way,0,235649,88253
7634,2,4199651,Route 1- Five Points Station,1,235649,88270
7634,2,4191978,Route 1- Coronet Way,0,235696,88253
7634,3,4187824,Route 1- Five Points Station,1,234222,88270
7634,3,4180447,Route 1- Coronet Way,0,234222,88253
7634,3,4178423,Route 1- Coronet Way,0,234222,88253
7634,3,4187066,Route 1- Coronet Way,0,234328,88253
7634,3,4172790,Route 1- Coronet Way,0,234222,88253
7634,3,4203307,Route 1- Five Points Station,1,234328,88270
7634,3,4172791,Route 1- Coronet Way,0,234328,88253
7634,3,4201649,Route 1- Five Points Station,1,234328,88270
7634,3,4172779,Route 1- Five Points Station,1,234328,88270
7634,3,4178422,Route 1- Coronet Way,0,234222,88253
7634,3,4185102,Route 1- Five Points Station,1,234222,88270
7634,3,4175650,Route 1- Five Points Station,1,234222,88270
7634,3,4193091,Route 1- Coronet Way,0,234328,88253
7634,3,4185114,Route 1- Coronet Way,0,234328,88253
7634,3,4170298,Route 1- Five Points Station,1,234222,88270
7634,3,4201761,Route 1- Coronet Way,0,234328,88253
7634,3,4200004,Route 1- Five Points Station,1,234328,88270
