route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7634,3,3722094,Route 1- Coronet Way,0,208952,81273
7634,3,3723866,Route 1- Five Points Station,1,208952,81327
7634,3,3723870,Route 1- Coronet Way,0,208982,81273
7634,3,3715685,Route 1- Coronet Way,0,208982,81273
7634,3,3731262,Route 1- Five Points Station,1,208952,81327
7634,3,3723871,Route 1- Coronet Way,0,208952,81273
7634,3,3726591,Route 1- Coronet Way,0,208982,81273
7634,3,3725304,Route 1- Five Points Station,1,208982,81327
7634,3,3731123,Route 1- Five Points Station,1,208982,81327
7634,3,3717633,Route 1- Five Points Station,1,208952,81327
7634,3,3715681,Route 1- Five Points Station,1,208952,81327
7634,3,3721932,Route 1- Coronet Way,0,208952,81273
7634,3,3723153,Route 1- Coronet Way,0,208952,81273
7634,3,3723867,Route 1- Five Points Station,1,208952,81327
7634,3,3732583,Route 1- Five Points Station,1,208982,81327
7634,3,3723152,Route 1- Coronet Way,0,208982,81273
7634,3,3720128,Route 1- Five Points Station,1,208982,81327
7634,3,3728090,Route 1- Five Points Station,1,208982,81327
7634,3,3715686,Route 1- Coronet Way,0,208952,81273
7634,3,3729850,Route 1- Five Points Station,1,208952,81327
7634,3,3718904,Route 1- Coronet Way,0,208952,81273
7634,3,3715684,Route 1- Coronet Way,0,208982,81273
7634,3,3720127,Route 1- Five Points Station,1,208982,81327
7634,3,3729851,Route 1- Coronet Way,0,208982,81273
7634,3,3720131,Route 1- Coronet Way,0,208952,81273
7634,3,3723868,Route 1- Five Points Station,1,208952,81327
7634,3,3716771,Route 1- Coronet Way,0,208982,81273
7634,3,3729806,Route 1- Coronet Way,0,208982,81273
7634,3,3727465,Route 1- Coronet Way,0,208982,81273
7634,3,3724241,Route 1- Coronet Way,0,208952,81273
7634,3,3723869,Route 1- Five Points Station,1,208952,81327
7634,3,3723145,Route 1- Five Points Station,1,208952,81327
7634,3,3715680,Route 1- Five Points Station,1,208952,81327
7634,3,3730950,Route 1- Five Points Station,1,208952,81327
7634,3,3728532,Route 1- Coronet Way,0,208952,81273
7634,3,3725686,Route 1- Five Points Station,1,208982,81327
7634,3,3716946,Route 1- Coronet Way,0,208982,81273
7634,3,3718903,Route 1- Coronet Way,0,208982,81273
7634,3,3723872,Route 1- Coronet Way,0,208952,81273
7634,3,3724239,Route 1- Five Points Station,1,208952,81327
7634,3,3728092,Route 1- Coronet Way,0,208952,81273
7634,3,3726589,Route 1- Five Points Station,1,208982,81327
7634,3,3717632,Route 1- Five Points Station,1,208982,81327
7634,3,3723144,Route 1- Five Points Station,1,208982,81327
7634,3,3728184,Route 1- Five Points Station,1,208982,81327
7634,3,3730949,Route 1- Five Points Station,1,208952,81327
7634,3,3725307,Route 1- Coronet Way,0,208952,81273
7634,3,3717631,Route 1- Five Points Station,1,208982,81327
7634,3,3729400,Route 1- Coronet Way,0,208982,81273
7634,3,3718905,Route 1- Coronet Way,0,208952,81273
7634,4,3733072,Route 1- Coronet Way,0,208749,81273
7634,4,3721931,Route 1- Coronet Way,0,208749,81273
7634,4,3730586,Route 1- Coronet Way,0,208958,81273
7634,4,3721928,Route 1- Five Points Station,1,208958,81327
7634,4,3720126,Route 1- Five Points Station,1,208958,81327
7634,4,3728368,Route 1- Five Points Station,1,208749,81327
7634,4,3718901,Route 1- Coronet Way,0,208749,81273
7634,4,3720130,Route 1- Coronet Way,0,208958,81273
7634,4,3732909,Route 1- Coronet Way,0,208958,81273
7634,4,3731263,Route 1- Coronet Way,0,208958,81273
7634,4,3725303,Route 1- Five Points Station,1,208749,81327
7634,4,3731264,Route 1- Coronet Way,0,208749,81273
7634,4,3716942,Route 1- Five Points Station,1,208749,81327
7634,4,3725306,Route 1- Coronet Way,0,208958,81273
7634,4,3726588,Route 1- Five Points Station,1,208958,81327
7634,4,3723865,Route 1- Five Points Station,1,208958,81327
7634,4,3715679,Route 1- Five Points Station,1,208749,81327
7634,4,3731840,Route 1- Coronet Way,0,208749,81273
7634,4,3718195,Route 1- Five Points Station,1,208958,81327
7634,4,3723141,Route 1- Five Points Station,1,208958,81327
7634,4,3718900,Route 1- Coronet Way,0,208958,81273
7634,4,3730587,Route 1- Coronet Way,0,208958,81273
7634,4,3728531,Route 1- Coronet Way,0,208749,81273
7634,4,3732490,Route 1- Five Points Station,1,208749,81327
7634,4,3717640,Route 1- Coronet Way,0,208749,81273
7634,4,3723864,Route 1- Five Points Station,1,208958,81327
7634,4,3732585,Route 1- Coronet Way,0,208958,81273
7634,4,3733071,Route 1- Coronet Way,0,208958,81273
7634,4,3730951,Route 1- Five Points Station,1,208749,81327
7634,4,3715678,Route 1- Five Points Station,1,208749,81327
7634,4,3717638,Route 1- Coronet Way,0,208958,81273
7634,4,3732491,Route 1- Five Points Station,1,208958,81327
7634,4,3717630,Route 1- Five Points Station,1,208749,81327
7634,4,3716945,Route 1- Coronet Way,0,208749,81273
7634,4,3729910,Route 1- Five Points Station,1,208749,81327
7634,4,3718902,Route 1- Coronet Way,0,208749,81273
7634,4,3726116,Route 1- Five Points Station,1,208749,81327
7634,4,3717639,Route 1- Coronet Way,0,208749,81273
7634,4,3723143,Route 1- Five Points Station,1,208749,81327
7634,4,3725685,Route 1- Five Points Station,1,208958,81327
7634,4,3731265,Route 1- Coronet Way,0,208958,81273
7634,4,3728183,Route 1- Five Points Station,1,208958,81327
7634,4,3732489,Route 1- Five Points Station,1,208958,81327
7634,4,3728185,Route 1- Coronet Way,0,208749,81273
7634,4,3725688,Route 1- Coronet Way,0,208749,81273
7634,4,3723142,Route 1- Five Points Station,1,208749,81327
7634,4,3721930,Route 1- Coronet Way,0,208749,81273
7634,4,3725337,Route 1- Five Points Station,1,208749,81327
7634,4,3715677,Route 1- Five Points Station,1,208958,81327
7634,4,3732584,Route 1- Coronet Way,0,208958,81273
7634,5,3717637,Route 1- Coronet Way,0,208217,81273
7634,5,3726590,Route 1- Coronet Way,0,208368,81273
7634,5,3723147,Route 1- Five Points Station,1,208846,81270
7634,5,3718194,Route 1- Five Points Station,1,208846,81327
7634,5,3729911,Route 1- Coronet Way,0,208846,81590
7634,5,3725512,Route 1- Coronet Way,0,208846,81590
7634,5,3724426,Route 1- Five Points Station,1,208846,81327
7634,5,3720124,Route 1- Five Points Station,1,208965,81327
7634,5,3732419,Route 1- Coronet Way,0,208943,81273
7634,5,3718894,Route 1- Five Points Station,1,208943,81327
7634,5,3718896,Route 1- Five Points Station,1,209167,81270
7634,5,3715683,Route 1- Coronet Way,0,209167,81273
7634,5,3726587,Route 1- Five Points Station,1,208217,81461
7634,5,3720132,Route 1- Coronet Way,0,208217,81590
7634,5,3728089,Route 1- Five Points Station,1,208368,81327
7634,5,3716947,Route 1- Coronet Way,0,208368,81590
7634,5,3716772,Route 1- Coronet Way,0,208846,81590
7634,5,3725336,Route 1- Five Points Station,1,208846,81327
7634,5,3721927,Route 1- Five Points Station,1,208846,81327
7634,5,3730588,Route 1- Five Points Station,1,208846,81327
7634,5,3716943,Route 1- Five Points Station,1,208846,81270
7634,5,3723873,Route 1- Coronet Way,0,208846,81590
7634,5,3732492,Route 1- Coronet Way,0,208965,81590
7634,5,3717635,Route 1- Coronet Way,0,208965,81273
7634,5,3723146,Route 1- Five Points Station,1,208965,81270
7634,5,3716948,Route 1- Coronet Way,0,208943,81590
7634,5,3716944,Route 1- Coronet Way,0,208943,81273
7634,5,3728530,Route 1- Coronet Way,0,208943,81273
7634,5,3715676,Route 1- Five Points Station,1,209167,81327
7634,5,3731124,Route 1- Five Points Station,1,208368,81270
7634,5,3718898,Route 1- Coronet Way,0,208846,81273
7634,5,3730503,Route 1- Five Points Station,1,208943,81461
7634,5,3721929,Route 1- Five Points Station,1,208943,81270
7634,5,3725689,Route 1- Coronet Way,0,209167,81590
7634,5,3725690,Route 1- Coronet Way,0,208217,81590
7634,5,3723151,Route 1- Coronet Way,0,208217,81273
7634,5,3718899,Route 1- Coronet Way,0,208217,81273
7634,5,3728274,Route 1- Five Points Station,1,208943,81327
7634,5,3723154,Route 1- Coronet Way,0,208943,81590
7634,5,3729852,Route 1- Coronet Way,0,208217,81273
7634,5,3717641,Route 1- Coronet Way,0,208150,81590
7634,5,3731266,Route 1- Five Points Station,1,208217,81270
7634,5,3723150,Route 1- Coronet Way,0,208217,81273
7634,5,3725687,Route 1- Five Points Station,1,208217,81270
7634,5,3725339,Route 1- Coronet Way,0,208846,81590
7634,5,3731125,Route 1- Five Points Station,1,208846,81270
7634,5,3718897,Route 1- Five Points Station,1,208943,81270
7634,5,3726592,Route 1- Coronet Way,0,208943,81590
7634,5,3717634,Route 1- Five Points Station,1,208943,81270
7634,5,3727464,Route 1- Coronet Way,0,208217,81273
7634,5,3724240,Route 1- Coronet Way,0,208217,81273
7634,5,3723149,Route 1- Five Points Station,1,208217,81270
7634,5,3733073,Route 1- Five Points Station,1,208217,81327
7634,5,3717636,Route 1- Coronet Way,0,208217,81273
7634,5,3727463,Route 1- Five Points Station,1,208217,81270
7634,5,3723140,Route 1- Five Points Station,1,208217,81327
7634,5,3716770,Route 1- Five Points Station,1,208217,81270
7634,5,3728533,Route 1- Coronet Way,0,208217,81590
7634,5,3723148,Route 1- Five Points Station,1,208217,81270
7634,5,3723155,Route 1- Coronet Way,0,208846,81590
7634,5,3728091,Route 1- Five Points Station,1,208846,81270
7634,5,3721934,Route 1- Coronet Way,0,208846,81590
7634,5,3730589,Route 1- Five Points Station,1,208943,81270
7634,5,3727462,Route 1- Five Points Station,1,208150,81270
7634,5,3720125,Route 1- Five Points Station,1,208217,81327
7634,5,3726115,Route 1- Five Points Station,1,208846,81327
7634,5,3727461,Route 1- Five Points Station,1,208943,81327
7634,5,3721933,Route 1- Coronet Way,0,208943,81590
7634,5,3720129,Route 1- Five Points Station,1,208217,81270
7634,5,3725305,Route 1- Coronet Way,0,208846,81273
7634,5,3718895,Route 1- Five Points Station,1,208846,81327
7634,5,3729853,Route 1- Coronet Way,0,208846,81273
7634,5,3725338,Route 1- Coronet Way,0,208846,81273
7634,5,3731841,Route 1- Coronet Way,0,208943,81590
7634,5,3721926,Route 1- Five Points Station,1,208943,81327
7634,5,3730590,Route 1- Coronet Way,0,208943,81273
7634,5,3718893,Route 1- Five Points Station,1,208150,81327
7634,5,3715682,Route 1- Coronet Way,0,208150,81273
7634,5,3728529,Route 1- Five Points Station,1,208217,81327
7634,5,3727466,Route 1- Coronet Way,0,208217,81590
7688,3,3728885,Route 103 - Wniter Chapel Rd,0,208481,81378
7688,3,3726752,Route 103 - Chamblee Station,1,208782,81247
7688,3,3722334,Route 103 - Chamblee Station,1,208782,81247
7688,3,3732699,Route 103 - Chamblee Station,1,208782,81247
7688,3,3719888,Route 103 - Wniter Chapel Rd,0,208481,81378
7688,3,3722335,Route 103 - Chamblee Station,1,208481,81247
7688,3,3732155,Route 103 - Chamblee Station,1,208782,81247
7688,3,3723620,Route 103 - Wniter Chapel Rd,0,208481,81378
7688,3,3726949,Route 103 - Chamblee Station,1,208481,81247
7688,3,3723015,Route 103 - Chamblee Station,1,208481,81247
7688,3,3717372,Route 103 - Chamblee Station,1,208481,81247
7688,3,3719887,Route 103 - Wniter Chapel Rd,0,208481,81378
7688,3,3730182,Route 103 - Wniter Chapel Rd,0,208481,81378
7688,3,3716113,Route 103 - Chamblee Station,1,208481,81247
