7634,3,4052873,Route 1- Coronet Way,0,228474,86798
7634,3,4073372,Route 1- Coronet Way,0,228896,86798
7634,3,4075907,Route 1- Coronet Way,0,228896,86798
7634,3,4052875,Route 1- Coronet Way,0,228896,86798
7634,3,4075188,Route 1- Coronet Way,0,228896,86798
7634,3,4056095,Route 1- Coronet Way,0,228896,86798
7634,3,4073371,Route 1- Five Points Station,1,228896,86689
7634,3,4061436,Route 1- Five Points Station,1,228896,86689
7634,3,4073437,Route 1- Five Points Station,1,228896,86689
7634,3,4052874,Route 1- Coronet Way,0,228474,86798
7634,3,4060019,Route 1- Five Points Station,1,228896,86689
7634,3,4069127,Route 1- Five Points Station,1,228474,86689
7634,3,4060018,Route 1- Five Points Station,1,228896,86689
7634,3,4067234,Route 1- Five Points Station,1,228474,86689
7634,3,4068641,Route 1- Coronet Way,0,228896,86798
7634,3,4067235,Route 1- Five Points Station,1,228896,86689
7634,3,4052876,Route 1- Coronet Way,0,228896,86798
7634,3,4064244,Route 1- Five Points Station,1,228896,86689
7634,3,4077722,Route 1- Five Points Station,1,228474,86689
7634,3,4073081,Route 1- Coronet Way,0,228474,86798
7634,3,4064245,Route 1- Five Points Station,1,228896,86689
7634,3,4067233,Route 1- Five Points Station,1,228474,86689
7634,3,4069131,Route 1- Coronet Way,0,228474,86798
7634,3,4066912,Route 1- Coronet Way,0,228896,86798
7634,3,4060028,Route 1- Coronet Way,0,228474,86798
7634,3,4061442,Route 1- Coronet Way,0,228896,86798
7634,3,4071286,Route 1- Coronet Way,0,228474,86798
7634,3,4058066,Route 1- Coronet Way,0,228896,86798
7634,3,4066907,Route 1- Five Points Station,1,228474,86689
7634,3,4064252,Route 1- Coronet Way,0,228474,86798
7634,3,4067236,Route 1- Five Points Station,1,228896,86689
7634,3,4071287,Route 1- Five Points Station,1,228474,86689
7634,3,4060017,Route 1- Five Points Station,1,228474,86689
7634,3,4078699,Route 1- Five Points Station,1,228474,86689
7634,3,4067253,Route 1- Coronet Way,0,228474,86798
7634,3,4052861,Route 1- Five Points Station,1,228474,86689
7634,3,4056093,Route 1- Coronet Way,0,228474,86798
7634,3,4058056,Route 1- Five Points Station,1,228896,86689
7634,3,4061435,Route 1- Five Points Station,1,228474,86689
7634,3,4056094,Route 1- Coronet Way,0,228474,86798
7634,3,4052860,Route 1- Five Points Station,1,228474,86689
7634,3,4077723,Route 1- Five Points Station,1,228896,86689
